Id,Label,timeset,value,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,clustering,triangles,eigencentrality,pageranks,Authority,Hub
Haemophilus_parainfluenzae,Haemophilus,,3.79,456,667.020001,4,0.675041,0.769008,0.004163,1,0,0.646549,67073,0.770475,0.001792,0.044865,0.044865
Prevotella_melaninogenica,Prevotella,,5.52,239,340.5,4,0.564363,0.634054,0.003007,1,0,0.640167,18207,0.369837,0.001151,0.021486,0.021486
Veillonella_atypica,Veillonella,,3.18,99,138.9,5,0.503628,0.542657,0.000464,1,0,0.605648,2938,0.106358,0.000646,0.006105,0.006105
Streptococcus_parasanguinis,Streptococcus,,8.34,110,156.7,4,0.507617,0.54952,0.000502,1,0,0.609174,3652,0.132296,0.000669,0.00763,0.00763
Veillonella_parvula,Veillonella,,3.18,212,304.64,4,0.550198,0.615646,0.000822,1,0,0.657426,14704,0.32313,0.000985,0.018765,0.018765
Campylobacter_concisus,Campylobacter,,1,39,54.66,5,0.43773,0.469328,0.000532,1,0,0.539811,400,0.016115,0.000528,0.000871,0.000871
Neisseria_mucosa,Neisseria,,1.17,475,698.159999,4,0.685033,0.780212,0.003168,1,0,0.644761,72584,0.804587,0.001827,0.046871,0.046871
Capnocytophaga_gingivalis,Capnocytophaga,,0.26,185,256.02,4,0.548026,0.603541,0.000863,2,0,0.741598,12622,0.321233,0.000829,0.018715,0.018715
Eubacterium_sulci,Eubacterium,,0.13,76,107.740001,4,0.492317,0.52581,0.000368,1,0,0.604912,1724,0.063159,0.000592,0.003578,0.003578
Streptococcus_oralis,Streptococcus,,8.34,193,267.859999,4,0.548026,0.606643,0.000421,1,0,0.727979,13488,0.318592,0.000887,0.018533,0.018533
Neisseria_lactamica,Neisseria,,1.17,414,605.519999,4,0.6518,0.743397,0.002012,3,0,0.666409,56972,0.70267,0.001609,0.040929,0.040929
Neisseria_meningitidis,Neisseria,,1.17,390,569.719999,4,0.640769,0.729392,0.001944,3,0,0.694602,52689,0.67492,0.001533,0.039328,0.039328
Capnocytophaga_leadbetteri,Capnocytophaga,,0.26,64,85.74,4,0.505768,0.529612,0.001639,1,0,0.460317,928,0.070238,0.000495,0.004036,0.004036
Neisseria_gonorrhoeae,Neisseria,,1.17,384,558.979999,4,0.63685,0.72539,0.00195,3,0,0.693062,50965,0.660564,0.001519,0.038487,0.038487
Neisseria_elongata,Neisseria,,1.17,510,759.6,4,0.706531,0.801621,0.004223,1,0,0.626642,81335,0.859091,0.00195,0.050033,0.050033
Prevotella_intermedia,Prevotella,,5.52,79,115.98,4,0.490866,0.52611,0.000385,1,0,0.615709,1897,0.064056,0.000609,0.003627,0.003627
Prevotella_enoeca,Prevotella,,5.52,77,113.64,4,0.489424,0.52431,0.000173,1,0,0.695147,2034,0.06431,0.000575,0.003647,0.003647
Streptococcus_sanguinis,Streptococcus,,8.34,129,184.699999,4,0.521277,0.565426,0.000946,1,0,0.549055,4533,0.144549,0.000792,0.008305,0.008305
Prevotella_fusca,Prevotella,,5.52,81,118.38,4,0.487991,0.52491,0.000218,1,0,0.664815,2154,0.073275,0.000588,0.004173,0.004173
Prevotella_denticola,Prevotella,,5.52,55,80.88,4,0.459459,0.493397,0.000112,1,0,0.803367,1193,0.035716,0.0005,0.001993,0.001993
Leptotrichia_buccalis,Leptotrichia,,0.02,140,190.88,4,0.527883,0.57413,0.000323,2,0,0.704522,6855,0.221533,0.000673,0.012878,0.012878
Streptococcus_cristatus,Streptococcus,,8.34,417,614.06,4,0.655906,0.746198,0.004236,3,0,0.666148,57779,0.703778,0.001676,0.040992,0.040992
Filifactor_alocis,Filifactor,,0.02,66,95.6,4,0.476545,0.511004,0.000498,1,0,0.676457,1451,0.035986,0.000595,0.001983,0.001983
Streptococcus_gordonii,Streptococcus,,8.34,271,385.36,4,0.584561,0.656763,0.001443,3,0,0.683258,24997,0.436935,0.001183,0.02541,0.02541
Aggregatibacter_aphrophilus,Aggregatibacter,,0.04,386,560.02,4,0.637825,0.726591,0.002037,3,0,0.680735,50582,0.657529,0.001533,0.038303,0.038303
Porphyromonas_asaccharolytica,Porphyromonas,,0.03,350,495.059999,3,0.621642,0.705282,0.003825,1,0,0.652673,39862,0.588924,0.001478,0.03428,0.03428
Streptococcus_intermedius,Streptococcus,,8.34,138,193.879999,4,0.528553,0.573329,0.000786,1,0,0.587115,5550,0.186777,0.000779,0.0108,0.0108
Streptococcus_anginosus,Streptococcus,,8.34,343,492.2,4,0.618411,0.701281,0.002484,1,0,0.676624,39686,0.576004,0.001421,0.033546,0.033546
Parvimonas_micra,Parvimonas,,0.02,31,42.74,4,0.464067,0.487395,0.000081,1,0,0.776344,361,0.024797,0.000361,0.001402,0.001402
Prevotella_dentalis,Prevotella,,5.52,151,217.5,4,0.52357,0.57603,0.001167,1,0,0.596026,6750,0.197892,0.000857,0.011439,0.011439
Kingella_kingae,Kingella,,0.01,585,908.899999,4,0.754529,0.846739,0.001851,2,0,0.616351,105285,0.986461,0.002094,0.057484,0.057484
Streptococcus_infantarius,Streptococcus,,8.34,503,754.24,4,0.702954,0.797619,0.001528,3,0,0.66103,83457,0.871939,0.001832,0.050834,0.050834
Capnocytophaga_ochracea,Capnocytophaga,,0.26,406,575.4,4,0.644737,0.737495,0.001226,2,0,0.696576,57269,0.717754,0.001517,0.041842,0.041842
Mageeibacillus_indolicus,Mageeibacillus,,0,104,151.82,4,0.510104,0.548719,0.000924,1,0,0.548357,2937,0.097791,0.000752,0.005575,0.005575
Gardnerella_vaginalis,Gardnerella,,0,202,283.62,4,0.548026,0.610344,0.002162,1,0,0.617211,12530,0.29356,0.001006,0.017033,0.017033
Streptococcus_himalayensis,Streptococcus,,8.34,389,565.420001,4,0.638314,0.727991,0.002466,1,0,0.691662,52197,0.664996,0.001568,0.038746,0.038746
Pasteurella_multocida,Pasteurella,,0.01,443,653.579999,4,0.661111,0.758703,0.000967,3,0,0.727342,71209,0.804363,0.001617,0.046945,0.046945
Prevotella_ruminicola,Prevotella,,5.52,493,757.080001,4,0.695906,0.791317,0.001476,3,0,0.686011,83198,0.87034,0.001797,0.050776,0.050776
Aerococcus_christensenii,Aerococcus,,0.01,437,670.799999,4,0.663217,0.757203,0.000599,3,0,0.74039,70534,0.792209,0.001594,0.04625,0.04625
Streptococcus_suis,Streptococcus,,8.34,497,765.58,4,0.696488,0.793117,0.001052,3,0,0.682368,84106,0.873391,0.001805,0.050948,0.050948
Streptococcus_marmotae,Streptococcus,,8.34,292,414.280001,4,0.593305,0.669368,0.002016,1,0,0.678859,28842,0.481547,0.001271,0.028023,0.028023
Bacteroides_salanitronis,Bacteroides,,0.01,94,134.1,4,0.505768,0.541717,0.002167,1,0,0.526653,2302,0.0883,0.000734,0.005031,0.005031
Aggregatibacter_actinomycetemcomitans,Aggregatibacter,,0.04,431,642.64,4,0.65694,0.752301,0.000831,3,0,0.700664,64927,0.756701,0.001595,0.044129,0.044129
Streptococcus_parauberis,Streptococcus,,8.34,166,241.059999,4,0.536036,0.589036,0.001123,1,0,0.591311,8098,0.229991,0.000923,0.013304,0.013304
Mannheimia_succiniciproducens,Mannheimia,,0.01,242,340.74,4,0.569378,0.637555,0.000819,1,0,0.699084,20386,0.409061,0.001069,0.023806,0.023806
Sneathia_amnii,Sneathia,,0,74,109.74,4,0.487135,0.521108,0.000242,1,0,0.667901,1804,0.053611,0.000596,0.003015,0.003015
Streptococcus_halotolerans,Streptococcus,,8.34,337,481.140001,4,0.613854,0.696779,0.002456,1,0,0.683234,38682,0.570732,0.001432,0.033227,0.033227
Vagococcus_teuberi,Vagococcus,,0,517,799.06,4,0.711358,0.806022,0.001158,3,0,0.673024,89772,0.906648,0.001866,0.052877,0.052877
Anaerostipes_hadrus,Anaerostipes,,0,87,128.28,4,0.49,0.528711,0.000386,1,0,0.637263,2384,0.068527,0.000662,0.003874,0.003874
Streptococcus_iniae,Streptococcus,,8.34,470,724.58,4,0.681669,0.777111,0.000851,3,0,0.693281,76410,0.824526,0.001717,0.048101,0.048101
Bibersteinia_trehalosi,Bibersteinia,,0,448,658.820001,4,0.664804,0.762105,0.000845,3,0,0.702211,70311,0.796275,0.001638,0.046435,0.046435
Arcanobacterium_haemolyticum,Arcanobacterium,,0,530,792.759999,4,0.718723,0.813625,0.002713,2,0,0.639198,89606,0.905579,0.001947,0.05277,0.05277
Streptococcus_dysgalactiae,Streptococcus,,8.34,203,286.179999,4,0.549472,0.611545,0.001231,1,0,0.636443,13049,0.303803,0.000997,0.017638,0.017638
Roseburia_hominis,Roseburia,,0,131,189.06,4,0.521603,0.566627,0.001056,1,0,0.518379,4414,0.148806,0.000806,0.008544,0.008544
Eubacterium_eligens,Eubacterium,,0.13,359,524.060001,4,0.621178,0.708984,0.001004,3,0,0.765488,49191,0.657882,0.001363,0.038405,0.038405
Actinobacillus_suis,Actinobacillus,,0.01,456,676.060001,4,0.669614,0.767107,0.000938,3,0,0.711105,73770,0.817484,0.001668,0.047686,0.047686
Bacteroides_caecimuris,Bacteroides,,0.01,104,153.159999,4,0.511671,0.54952,0.001026,1,0,0.598954,3208,0.106567,0.000714,0.006099,0.006099
Actinobacillus_pleuropneumoniae,Actinobacillus,,0.01,435,632.28,4,0.657459,0.754102,0.000764,3,0,0.705525,66598,0.773824,0.001593,0.045125,0.045125
Cutibacterium_avidum,Cutibacterium,,0.02,367,525.88,4,0.620253,0.711685,0.000362,2,0,0.78282,52575,0.683982,0.001355,0.03992,0.03992
Eubacterium_rectale,Eubacterium,,0.13,336,481.44,4,0.606701,0.693477,0.002968,1,0,0.659453,37114,0.551492,0.001425,0.032085,0.032085
Jeotgalibaca_dankookensis,Jeotgalibaca,,0,97,139.399999,4,0.507927,0.544318,0.001847,1,0,0.581186,2706,0.094335,0.000725,0.005388,0.005388
Lactobacillus_amylophilus,Lactobacillus,,0.01,368,549.059999,4,0.627732,0.715286,0.000421,3,0,0.765801,51713,0.666612,0.001374,0.038916,0.038916
Treponema_succinifaciens,Treponema,,0,478,730.839999,4,0.685033,0.781613,0.001038,3,0,0.69664,79419,0.848112,0.001739,0.049481,0.049481
Clostridium_saccharolyticum,Clostridium,,0.01,133,192.74,4,0.51707,0.564826,0.001286,1,0,0.565049,4960,0.154924,0.000817,0.00892,0.00892
Streptococcus_troglodytae,Streptococcus,,8.34,561,872.600001,3,0.741763,0.833133,0.001777,3,0,0.625242,98213,0.950459,0.002027,0.055387,0.055387
Carnobacterium_divergens,Carnobacterium,,0,555,862.839999,4,0.736516,0.829232,0.001505,3,0,0.638762,98200,0.951278,0.001997,0.055452,0.055452
Snodgrassella_alvi,Snodgrassella,,0,572,887.78,4,0.745748,0.838936,0.001765,2,0,0.623945,101894,0.96927,0.002053,0.056484,0.056484
Bacteroides_fragilis,Bacteroides,,0.01,539,823.579999,4,0.72561,0.819428,0.001498,3,0,0.652309,94579,0.933092,0.00194,0.054402,0.054402
Bacteroides_helcogenes,Bacteroides,,0.01,491,750.98,4,0.694167,0.789816,0.001065,3,0,0.68524,82431,0.865881,0.001782,0.050506,0.050506
Parabacteroides_distasonis,Parabacteroides,,0,552,853.539999,4,0.735216,0.827631,0.001635,3,0,0.63899,97175,0.946387,0.00199,0.055167,0.055167
Eubacterium_maltosivorans,Eubacterium,,0.13,178,247.7,4,0.53466,0.593237,0.00072,1,0,0.634101,9989,0.26028,0.000863,0.015079,0.015079
Enterococcus_thailandicus,Enterococcus,,0.01,536,823.779999,4,0.724348,0.817827,0.001305,3,0,0.656933,94191,0.930848,0.001931,0.054277,0.054277
Blautia_hansenii,Blautia,,0,519,784.939999,4,0.708333,0.805922,0.001052,2,0,0.668452,89854,0.907592,0.001856,0.052917,0.052917
Actinobacillus_succinogenes,Actinobacillus,,0.01,541,830.6,4,0.721212,0.818928,0.001222,3,0,0.654611,95619,0.93821,0.001935,0.054701,0.054701
Streptococcus_uberis,Streptococcus,,8.34,481,744.06,4,0.68957,0.784214,0.000987,3,0,0.687465,79361,0.845021,0.001757,0.049293,0.049293
Actinobacillus_equuli,Actinobacillus,,0.01,463,685.68,4,0.674494,0.771709,0.000966,3,0,0.694642,74294,0.819099,0.00169,0.047773,0.047773
Streptococcus_equi,Streptococcus,,8.34,565,882.300001,4,0.745081,0.835834,0.00186,3,0,0.622682,99212,0.955709,0.002045,0.055694,0.055694
Lachnoclostridium_phytofermentans,Lachnoclostridium,,0,98,144,4,0.497017,0.537815,0.000387,1,0,0.615822,2927,0.090656,0.000681,0.005167,0.005167
Lactobacillus_agilis,Lactobacillus,,0.01,437,659.820001,4,0.666934,0.758403,0.00195,3,0,0.692545,65976,0.761782,0.001653,0.044435,0.044435
Lactobacillus_terrae,Lactobacillus,,0.01,511,785.74,4,0.711358,0.803621,0.001385,3,0,0.660427,86057,0.883521,0.001863,0.05152,0.05152
Butyrivibrio_hungatei,Butyrivibrio,,0,182,261.58,4,0.53881,0.597439,0.000986,1,0,0.61326,10101,0.255262,0.000932,0.014788,0.014788
Trueperella_pyogenes,Trueperella,,0,357,525.479999,4,0.620715,0.707783,0.00065,2,0,0.714286,45390,0.61134,0.001357,0.035588,0.035588
Brochothrix_thermosphacta,Brochothrix,,0,526,819.22,4,0.718723,0.812025,0.001367,3,0,0.651356,89936,0.904653,0.001908,0.052747,0.052747
Butyrivibrio_proteoclasticus,Butyrivibrio,,0,476,713.079999,4,0.682228,0.779712,0.001064,2,0,0.691137,78133,0.841061,0.001729,0.049054,0.049054
Treponema_pedis,Treponema,,0,142,201.819999,4,0.527215,0.57423,0.001545,1,0,0.511637,5122,0.177627,0.000846,0.010231,0.010231
Actinotignum_schaalii,Actinotignum,,0,364,541.24,4,0.621642,0.710984,0.000728,2,0,0.704311,46531,0.614051,0.001383,0.035737,0.035737
Aerococcus_urinaeequi,Aerococcus,,0.01,560,878.139999,4,0.741763,0.832833,0.001724,3,0,0.629919,98595,0.953224,0.002024,0.055561,0.055561
Gallibacterium_anatis,Gallibacterium,,0,401,613.039999,4,0.645236,0.735594,0.000977,3,0,0.728716,58443,0.705858,0.001514,0.041172,0.041172
Anaerococcus_prevotii,Anaerococcus,,0,68,98.66,4,0.484866,0.517607,0.000524,1,0,0.590869,1346,0.043124,0.000574,0.002404,0.002404
Basilea_psittacipulmonis,Basilea,,0,457,689.58,4,0.671774,0.768307,0.000797,3,0,0.71902,74919,0.822971,0.001664,0.048029,0.048029
Alistipes_finegoldii,Alistipes,,0,546,835.72,3,0.731343,0.82393,0.001537,3,0,0.64114,95392,0.937011,0.00197,0.054621,0.054621
Melissococcus_plutonius,Melissococcus,,0,519,807.54,4,0.715021,0.808023,0.001808,3,0,0.64792,87094,0.888646,0.001902,0.051801,0.051801
Carnobacterium_maltaromaticum,Carnobacterium,,0,572,896.88,3,0.751805,0.840536,0.00188,3,0,0.621502,101495,0.967832,0.002066,0.0564,0.0564
Enterococcus_faecalis,Enterococcus,,0.01,544,846.719999,4,0.730702,0.823029,0.0016,3,0,0.644337,95166,0.934757,0.00197,0.054498,0.054498
Dialister_pneumosintes,Dialister,,0,395,588.059999,4,0.642251,0.732093,0.002817,3,0,0.705044,54863,0.686317,0.001572,0.040027,0.040027
Streptococcus_pasteurianus,Streptococcus,,8.34,385,580,4,0.632979,0.72439,0.00067,3,0,0.762608,56372,0.703932,0.001445,0.041105,0.041105
Enterococcus_silesiacus,Enterococcus,,0.01,534,824.86,4,0.721212,0.816026,0.001441,3,0,0.648172,92242,0.919392,0.001935,0.053604,0.053604
Bacteroides_thetaiotaomicron,Bacteroides,,0.01,372,530.9,4,0.62963,0.717587,0.003373,1,0,0.675985,46647,0.637737,0.001555,0.037136,0.037136
Lactococcus_raffinolactis,Lactococcus,,0,487,747.300001,4,0.690713,0.787115,0.000837,3,0,0.689541,81601,0.857945,0.001762,0.050049,0.050049
Staphylococcus_carnosus,Staphylococcus,,0.01,78,113.32,4,0.495833,0.528711,0.000201,1,0,0.668332,2007,0.075064,0.000567,0.004281,0.004281
Acholeplasma_laidlawii,Acholeplasma,,0.01,409,622.44,4,0.646739,0.739596,0.000909,3,0,0.743672,62049,0.738379,0.001518,0.043101,0.043101
Bacteroides_caccae,Bacteroides,,0.01,535,819.4,3,0.72309,0.816927,0.001477,3,0,0.647289,92462,0.921124,0.001935,0.053699,0.053699
Pediococcus_pentosaceus,Pediococcus,,0,457,700.660001,4,0.673948,0.769108,0.000836,3,0,0.703539,73306,0.806215,0.001677,0.047039,0.047039
Streptococcus_pantholopis,Streptococcus,,8.34,479,738.640001,4,0.686727,0.782513,0.000838,3,0,0.698256,79937,0.849358,0.001738,0.04956,0.04956
Lactobacillus_ginsenosidimutans,Lactobacillus,,0.01,484,749.56,4,0.690713,0.785914,0.001083,3,0,0.678935,79358,0.842471,0.001772,0.049138,0.049138
Ruminococcus_bicirculans,Ruminococcus,,0,287,415.339999,4,0.583742,0.663065,0.000552,2,0,0.774421,31783,0.514001,0.001139,0.029996,0.029996
Enterococcus_wangshanyuanii,Enterococcus,,0.01,450,689.499999,4,0.671233,0.765306,0.001059,3,0,0.710943,71823,0.800405,0.001658,0.046707,0.046707
Mycoplasma_californicum,Mycoplasma,,0,404,603.199999,4,0.641263,0.735494,0.000898,2,0,0.709051,57721,0.709699,0.001515,0.041386,0.041386
Taylorella_equigenitalis,Taylorella,,0,475,704.719999,4,0.681669,0.779012,0.001086,2,0,0.679129,76453,0.827626,0.001725,0.048233,0.048233
Riemerella_anatipestifer,Riemerella,,0,456,685.219999,4,0.673403,0.768507,0.001413,3,0,0.693927,71988,0.802233,0.001691,0.046795,0.046795
Mobiluncus_curtisii,Mobiluncus,,0,347,499.759999,4,0.610704,0.69948,0.000949,2,0,0.729506,43793,0.605291,0.001324,0.035268,0.035268
Clostridium_bolteae,Clostridium,,0.01,487,726.88,4,0.69186,0.787515,0.001223,2,0,0.680255,80502,0.85722,0.001768,0.049986,0.049986
Slackia_heliotrinireducens,Slackia,,0,371,540.359999,4,0.623037,0.714586,0.001617,2,0,0.724485,49725,0.653824,0.001423,0.038125,0.038125
Enterococcus_faecium,Enterococcus,,0.01,571,886.600001,3,0.75045,0.839736,0.001911,3,0,0.619854,100872,0.964154,0.002057,0.056175,0.056175
Aerococcus_urinaehominis,Aerococcus,,0.01,559,851.24,3,0.741103,0.832133,0.002257,0,0,0.624246,97358,0.946928,0.002032,0.055173,0.055173
Streptococcus_mutans,Streptococcus,,8.34,518,796.02,4,0.710751,0.806323,0.001424,2,0,0.659866,88358,0.898924,0.001877,0.052419,0.052419
Enterococcus_hirae,Enterococcus,,0.01,509,790.22,3,0.707732,0.801521,0.001125,3,0,0.664086,85857,0.881932,0.001848,0.051427,0.051427
Xylanimonas_cellulosilytica,Xylanimonas,,0,450,674.68,3,0.673948,0.766106,0.001725,2,0,0.663648,67045,0.766712,0.001684,0.044642,0.044642
Fusobacterium_varium,Fusobacterium,,0.81,543,837.600001,4,0.72561,0.821128,0.001568,3,0,0.644132,94786,0.932953,0.001964,0.054393,0.054393
Bifidobacterium_asteroides,Bifidobacterium,,0,392,573.74,4,0.636364,0.728491,0.000824,2,0,0.694373,53214,0.670016,0.001466,0.039016,0.039016
Ureibacillus_thermosphaericus,Ureibacillus,,0,145,209.98,4,0.529561,0.576731,0.001769,1,0,0.559387,5840,0.187208,0.000874,0.010799,0.010799
Paludibacter_propionicigenes,Paludibacter,,0,546,842.12,4,0.729422,0.823429,0.001343,3,0,0.650926,96848,0.945242,0.001961,0.055109,0.055109
Lactococcus_garvieae,Lactococcus,,0,495,742.540001,4,0.697071,0.792517,0.001373,3,0,0.675124,82544,0.866472,0.001804,0.050525,0.050525
Isoptericola_dokdonensis,Isoptericola,,0,474,714.78,3,0.683347,0.779112,0.001071,2,0,0.678816,76096,0.822224,0.001725,0.047908,0.047908
Megasphaera_elsdenii,Megasphaera,,0,387,557.56,4,0.632979,0.72509,0.000643,2,0,0.714075,53335,0.689535,0.001435,0.040206,0.040206
Clostridium_baratii,Clostridium,,0.01,562,874.179999,4,0.739787,0.833133,0.001815,3,0,0.627108,98858,0.954636,0.002031,0.055642,0.055642
Halanaerobium_praevalens,Halanaerobium,,0,72,103.52,4,0.490577,0.522609,0.000303,1,0,0.633412,1619,0.050831,0.00061,0.002856,0.002856
Lactobacillus_hordei,Lactobacillus,,0.01,532,812.999999,4,0.719344,0.814726,0.001775,3,0,0.644259,90999,0.912681,0.001931,0.05321,0.05321
Staphylococcus_pseudintermedius,Staphylococcus,,0.01,106,157.16,4,0.504237,0.545818,0.000398,1,0,0.621024,3456,0.112051,0.00069,0.006424,0.006424
Lactococcus_piscium,Lactococcus,,0,499,761.819999,4,0.69824,0.794518,0.001537,3,0,0.666667,82834,0.864703,0.001827,0.050425,0.050425
Clostridium_tetani,Clostridium,,0.01,86,124.56,4,0.502413,0.536515,0.000202,1,0,0.637756,2331,0.074666,0.000609,0.004239,0.004239
Clostridium_bornimense,Clostridium,,0.01,539,826.94,4,0.726242,0.819628,0.001401,3,0,0.65433,94872,0.934734,0.001938,0.054503,0.054503
Bacteroides_cellulosilyticus,Bacteroides,,0.01,546,854.1,4,0.728784,0.823329,0.00127,3,0,0.6543,97350,0.947537,0.00196,0.05525,0.05525
Spiroplasma_chrysopicola,Spiroplasma,,0,464,708.82,4,0.68,0.77401,0.001015,3,0,0.702605,75471,0.824635,0.001696,0.048112,0.048112
Tenericutes_bacterium,Tenericutes,,0,464,705.019999,3,0.678892,0.773509,0.001637,3,0,0.676482,72665,0.801916,0.001722,0.046752,0.046752
Bacteroides_vulgatus,Bacteroides,,0.01,523,802.38,4,0.713796,0.809224,0.001187,3,0,0.670037,91462,0.917147,0.00188,0.053483,0.053483
Kocuria_rhizophila,Kocuria,,0,307,443.84,4,0.59204,0.67487,0.000333,2,0,0.768815,36112,0.535224,0.001182,0.031181,0.031181
Weissella_cibaria,Weissella,,0,39,53.18,4,0.458196,0.485794,0.000512,1,0,0.527665,391,0.02233,0.00049,0.001241,0.001241
Staphylococcus_xylosus,Staphylococcus,,0.01,517,777.579998,4,0.710145,0.805622,0.001534,0,0,0.643508,85835,0.88441,0.001884,0.051537,0.051537
Aurantimicrobium_minutum,Aurantimicrobium,,0,260,367.28,4,0.572509,0.646659,0.000468,2,0,0.743986,25050,0.448784,0.001043,0.026156,0.026156
Listeria_welshimeri,Listeria,,0,533,822.900001,3,0.724978,0.816727,0.001645,3,0,0.640374,90791,0.910301,0.001945,0.053059,0.053059
Tessaracoccus_flavescens,Tessaracoccus,,0,465,705.2,4,0.678339,0.77381,0.001006,2,0,0.671848,72479,0.79778,0.001698,0.046463,0.046463
Lactobacillus_coryniformis,Lactobacillus,,0.01,519,801.76,4,0.711358,0.806923,0.001129,3,0,0.67418,90624,0.911822,0.001869,0.053186,0.053186
Akkermansia_muciniphila,Akkermansia,,0,56,78.76,4,0.479562,0.508804,0.000057,1,0,0.71039,1094,0.055628,0.000451,0.003181,0.003181
Haemophilus_parasuis,Haemophilus,,3.79,434,638.34,4,0.658498,0.754102,0.000844,3,0,0.708592,66580,0.772584,0.001594,0.045061,0.045061
Clostridium_perfringens,Clostridium,,0.01,446,681.639999,4,0.668003,0.762505,0.00067,3,0,0.729833,72425,0.805152,0.001625,0.047,0.047
Staphylococcus_schleiferi,Staphylococcus,,0.01,521,797.08,4,0.714408,0.808623,0.001543,3,0,0.649291,87953,0.89545,0.0019,0.052204,0.052204
Kocuria_flava,Kocuria,,0,346,500.48,4,0.611601,0.69948,0.000415,2,0,0.756136,45130,0.621942,0.001296,0.036281,0.036281
Treponema_putidum,Treponema,,0,362,516.4,4,0.626316,0.712185,0.001286,3,0,0.722869,47233,0.651575,0.001386,0.038011,0.038011
Brachybacterium_faecium,Brachybacterium,,0,455,663.28,4,0.667468,0.765906,0.00067,2,0,0.705814,72900,0.809278,0.001645,0.047186,0.047186
Thioalkalimicrobium_cyclicum,Thioalkalimicrobium,,0,467,703.320001,4,0.677787,0.77451,0.001297,2,0,0.682275,74239,0.817065,0.001718,0.04764,0.04764
Isoptericola_variabilis,Isoptericola,,0,397,590.819999,4,0.640277,0.732093,0.000794,2,0,0.696028,54712,0.678377,0.001483,0.039497,0.039497
Jonesia_denitrificans,Jonesia,,0,259,381.86,4,0.572509,0.645958,0.0004,2,0,0.749214,25032,0.424698,0.001048,0.024694,0.024694
Lactobacillus_johnsonii,Lactobacillus,,0.01,523,798.620001,3,0.715021,0.809524,0.001286,3,0,0.659231,89987,0.908866,0.00189,0.05299,0.05299
Capnocytophaga_canimorsus,Capnocytophaga,,0.26,329,472.379999,4,0.607143,0.690776,0.001114,3,0,0.746034,40253,0.590256,0.001278,0.034446,0.034446
Staphylococcus_lugdunensis,Staphylococcus,,0.01,519,795.68,4,0.715021,0.808023,0.001445,3,0,0.650486,87439,0.891057,0.001893,0.051947,0.051947
Lactobacillus_kunkeei,Lactobacillus,,0.01,394,599.86,3,0.642251,0.731493,0.000793,3,0,0.730474,56554,0.694395,0.001485,0.040499,0.040499
Clostridium_lentocellum,Clostridium,,0.01,505,779.3,4,0.704142,0.79892,0.0012,3,0,0.671539,85460,0.880817,0.001834,0.051379,0.051379
Solibacillus_silvestris,Solibacillus,,0,106,154.6,4,0.508858,0.548519,0.000339,1,0,0.601258,3346,0.113124,0.000683,0.006485,0.006485
Virgibacillus_dokdonensis,Virgibacillus,,0,85,122.08,4,0.503628,0.536515,0.000526,1,0,0.630812,2252,0.077511,0.000625,0.00441,0.00441
Olsenella_uli,Olsenella,,0,407,590.299999,4,0.64374,0.737395,0.001354,3,0,0.69722,57605,0.716093,0.001522,0.041742,0.041742
Clostridium_taeniosporum,Clostridium,,0.01,457,685.279999,4,0.675041,0.769508,0.001009,3,0,0.695775,72497,0.80473,0.001678,0.046938,0.046938
Candidatus_Amoebophilus,Candidatus,,0,455,690.8,4,0.671774,0.767507,0.001056,2,0,0.690972,71367,0.795277,0.001673,0.046364,0.046364
Clostridium_argentinense,Clostridium,,0.01,123,179.24,4,0.521277,0.563025,0.00094,1,0,0.560442,4205,0.138808,0.000803,0.00797,0.00797
Clostridium_chauvoei,Clostridium,,0.01,446,662.459999,4,0.670692,0.763405,0.001136,3,0,0.692891,68759,0.787208,0.001647,0.045906,0.045906
Mucinivorans_hirudinis,Mucinivorans,,0,504,764.139999,3,0.704738,0.798519,0.001968,3,0,0.65062,82470,0.864043,0.001843,0.05035,0.05035
Pragia_fontium,Pragia,,0,553,853.66,4,0.730702,0.826731,0.001469,2,0,0.63926,97569,0.947062,0.001985,0.055199,0.055199
Frischella_perrara,Frischella,,0,305,436,4,0.596278,0.67597,0.000735,3,0,0.72871,33783,0.533847,0.001204,0.031135,0.031135
Castellaniella_defragrans,Castellaniella,,0,472,694.440001,4,0.683908,0.778711,0.001537,0,0,0.654675,72771,0.810705,0.001744,0.047239,0.047239
Dechlorosoma_suillum,Dechlorosoma,,0,507,767.84,4,0.702361,0.79902,0.001072,2,0,0.668062,85693,0.884605,0.001826,0.05157,0.05157
Anoxybacillus_flavithermus,Anoxybacillus,,0,365,529.320001,4,0.622571,0.711885,0.00053,2,0,0.736715,48940,0.654945,0.001364,0.038207,0.038207
Pediococcus_damnosus,Pediococcus,,0,463,697.74,4,0.675041,0.772009,0.001065,3,0,0.704384,75336,0.82534,0.001688,0.048156,0.048156
Wenyingzhuangia_fucanilytica,Wenyingzhuangia,,0,57,80.88,4,0.474104,0.505402,0.000262,1,0,0.718045,1146,0.029895,0.000526,0.001639,0.001639
Brevibacterium_linens,Brevibacterium,,0,523,800.360002,4,0.714408,0.809424,0.001602,2,0,0.644455,87970,0.892416,0.001902,0.051991,0.051991
Methylibium_petroleiphilum,Methylibium,,0,140,197.720001,4,0.51868,0.568627,0.000586,1,0,0.586948,5711,0.184617,0.000791,0.010659,0.010659
