Species;MPIAM10.1_S.BCPHC;MPIAM11.1_N.BCPHC;MPIAM11.1_T.BCPHC;MPIAM1.1_S.BCPHC;MPIAM1.2_S.BCPHC;MPIAM1.3_N.BCPHC;MPIAM1.3_S.BCPHC;MPIAM1.4_S.BCPHC;MPIAM1.5_S.BCPHC;MPIAM2.1_S.BCPHC;MPIAM2.2_N.BCPHC;MPIAM2.2_T.BCPHC;MPIAM3.1_S.BCPHC;MPIAM4.1_S.BCPHC;MPIAM4.2_S.BCPHC;MPIAM4.3_S.BCPHC;MPIAM5.1_S.BCPHC;MPIAM5.2_S.BCPHC;MPIAM5.3_S.BCPHC;MPIAM5.5_S.BCPHC;MPIAM5.6_N.BCPHC;MPIAM5.6_S.BCPHC;MPIAM6.1_S.BCPHC;MPIAM6.2_N.BCPHC;MPIAM6.2_S.BCPHC;MPIAM6.5_N.BCPHC;MPIAM7.1_N.BCPHC;MPIAM7.1_S.BCPHC;MPIAM7.2_N.BCPHC;MPIAM7.2_S.BCPHC;MPIAM7.3_S.BCPHC;MPIAM7.4_S.BCPHC;MPIAM7.5_S.BCPHC;MPIAM7.6_S.BCPHC;MPIAM7.7_S.BCPHC;MPIAM8.1_N.BCPHC;MPIAM8.1_S.BCPHC;MPIAM8.2_N.BCPHC;MPIAM8.2_T.BCPHC;MPIAM9.1_N.BCPHC;MPIAM9.1_S.BCPHC;MPIAM9.1_T.BCPHC;MPIAM9.2_N.BCPHC;MPIAM9.2_T.BCPHC;MPIAW10.1_N.BCPHC;MPIAW10.1_S.BCPHC;MPIAW10.2_N.BCPHC;MPIAW10.2_S.BCPHC;MPIAW11.1_N.BCPHC;MPIAW11.1_T.BCPHC;MPIAW1.2_N.BCPHC;MPIAW1.2_T.BCPHC;MPIAW2.1_S.BCPHC;MPIAW3.1_S.BCPHC;MPIAW4.1_S.BCPHC;MPIAW5.1_N.BCPHC;MPIAW5.1_T.BCPHC;MPIAW5.2_N.BCPHC;MPIAW5.2_T.BCPHC;MPIAW6.1_N.BCPHC;MPIAW6.1_T.BCPHC;MPIAW7.1_N.BCPHC;MPIAW7.1_T.BCPHC;MPIAW8.1_N.BCPHC;MPIAW8.1_S.BCPHC;MPIAW9.1_N.BCPHC;MPIAW9.1_T.BCPHC;MPIAW9.2_N.BCPHC;MPIAW9.2_S.BCPHC;MPIBM1.2_S.BCPHC;MPIBM1.3_S.BCPHC;MPIBM1.4_S.BCPHC;MPIBM1.5_N.BCPHC;MPIBM1.5_S.BCPHC;MPIBM2.1_N.BCPHC;MPIBM2.1_T.BCPHC;MPIBM3.1_N.BCPHC;MPIBM3.1_T.BCPHC;MPIBM4.1_N.BCPHC;MPIBM4.1_S.BCPHC;MPIBM4.1_T.BCPHC;MPIBM5.1_N.BCPHC;MPIBM5.1_S.BCPHC;MPIBM6.1_N.BCPHC;MPIBM6.1_S.BCPHC;MPIBM6.2_N.BCPHC;MPIBM6.2_S.BCPHC;MPIBW1.1_S.BCPHC;MPIBW1.2_S.BCPHC;MPIBW3.1_N.BCPHC;MPIBW3.1_T.BCPHC;MPICM1.1_S.BCPHC;MPICM2.1_S.BCPHC;MPICM4.1_S.BCPHC;MPICM4.2_N.BCPHC;MPICM4.2_T.BCPHC;MPICM5.1_N.BCPHC;MPICM5.1_S.BCPHC;MPICM6.1_S.BCPHC;MPICW1.1_S.BCPHC;MPICW1.2_N.BCPHC;MPICW1.2_S.BCPHC;MPICW2.1_S.BCPHC;MPICW2.2_S.BCPHC;MPICW2.3_S.BCPHC;MPICW3.1_S.BCPHC;MPICW4.1_S.BCPHC;MPICW4.2_N.BCPHC;MPICW4.2_S.BCPHC;MPICW4.3_N.BCPHC;MPICW4.3_S.BCPHC;MPICW5.1_S.BCPHC;MPICW6.1_S.BCPHC;MPICW7.1_N.BCPHC;MPICW7.1_S.BCPHC;MPICW8.1_T.BCPHC;MPSAM1.1_S.BCPHC;MPSAM1.2_S.BCPHC;MPSAM1.3_S.BCPHC;MPSAM1.4_S.BCPHC;MPSAM1.5_S.BCPHC;MPSAM1.6_S.BCPHC;MPSAM1.7_N.BCPHC;MPSAM3.1_N.BCPHC;MPSAM3.1_T.BCPHC;MPSAM4.1_N.BCPHC;MPSAM4.1_T.BCPHC;MPSAM4.2_N.BCPHC;MPSAM4.2_T.BCPHC;MPSAM5.1_S.BCPHC;MPSAM5.2_N.BCPHC;MPSAM5.2_S.BCPHC;MPSAM5.2_T.BCPHC;MPSAM6.1_N.BCPHC;MPSAM6.1_T.BCPHC;MPSAM6.2_T.BCPHC;MPSAM7_T.BCPHC;MPSAW1.1_S.BCPHC;MPSAW1.2_S.BCPHC;MPSAW1.3_S.BCPHC;MPSAW1.4_S.BCPHC;MPSAW1.5_N.BCPHC;MPSAW1.5_T.BCPHC;MPSAW2.1_S.BCPHC;MPSAW2.2_S.BCPHC;MPSAW2.3_S.BCPHC;MPSAW2.4_S.BCPHC;MPSAW2.5_S.BCPHC;MPSAW2.6_S.BCPHC;MPSAW2.7_S.BCPHC;MPSAW2.8_N.BCPHC;MPSAW3.1_N.BCPHC;MPSAW3.1_T.BCPHC;MPSAW4.1_N.BCPHC;MPSAW4.1_T.BCPHC;MPSAW5.1_N.BCPHC;MPSAW5.1_T.BCPHC;MPSAW5.2_N.BCPHC;MPSAW5.2_T.BCPHC;MPSAW6.1_N.BCPHC;MPSAW6.1_S.BCPHC;MPSBM2.1_S.BCPHC;MPSBM3.2_N.BCPHC;MPSBM3.2_T.BCPHC;MPSBM4.1_N.BCPHC;MPSBM4.1_S.BCPHC;MPSBM4.2_S.BCPHC;MPSBW1.1_S.BCPHC;MPSBW1.2_S.BCPHC;MPSBW1.3_S.BCPHC;MPSBW1.4_S.BCPHC;MPSBW1.5_N.BCPHC;MPSBW1.5_T.BCPHC;MPSBW2.1_S.BCPHC;MPSBW2.2_N.BCPHC;MPSBW2.2_S.BCPHC;MPSCM2.1_S.BCPHC;MPSCM3.1_N.BCPHC;MPSCM3.1_S.BCPHC;MPSCM3.1_T.BCPHC;MPSCW1.1_S.BCPHC;MPSCW1.3_S.BCPHC;MPSCW1.4_N.BCPHC;MPSCW1.4_S.BCPHC;MPSCW2.1_S.BCPHC
Lactobacillus gastricus;0;0;0;0;0;0;0;0;0.063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6151;0;0;0;0;0.2216;0.0049;0.0063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.1642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71054;0;0;0;0.00974;0;0;0.03861;0;0;0;0;0.04642;0;0;0;0;0.30533;0;0;0;0;0;0;0;0.01867;0;0;0;0;0;0;0;0.11353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus ginsenosidimutans;0;0;0;0.0171;0.0059;0;0;2.9468;0.0447;0.0043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0745;0;0;0;0;0.0066;0;0;0;0;0.0743;0.0977;0;0;0.299;0;0;0;0;0;0;0;0.121;0;0;0.0098;0.1574;0;0;0.513;0;0;0;0;0;0.1392;2.6206;0;0;0;0;0.3147;0;0;0;0;0;0;0;0;0;0;5.0603;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.58296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08839;0;0;0;0;0.00691;0;0;0.27416;0.01734;0;0;0;0.06593;0;0;0;0.08884;0;0;0;0;0;0;0;0;0.10608;0.12569;0.03046;0;0;0;0;0;0.00691;0;0;0;0;0;0;0;0;0;0;0.09682;0;0;0;0.14469;;0;0;0;0;0;0;0.24251;0.00893;0.01376;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00152
Lactobacillus graminis;0;0;0;0;0.0042;0;0.0845;2.2234;0.0962;0.0185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0534;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2143;0;0;0;0;0;0;0;0;0;0;0.0281;0.0322;0;0;0.7354;0;0;0;0;0;0;0.6261;0;0;0;0;0.2256;0;0;0;0;0;0;0;0;0;0;10.156;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35373;0.02486;0;0;0;0.09451;0;0;0;0;0;0;0;0;0;0;0;0;0.01901;0;0.01456;0;0;0;0;0;0;0;0;0;0;0;0;0.15055;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0.23177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00437
Lactobacillus harbinensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Lactobacillus heilongjiangensis;0;0;0;0.0317;0;0;0.1095;2.1597;0.0623;0;0;0;0;0;0;0.0016;0;0;0;0;0;0;0;0;0;0;0;0.0173;0;0;0;0;0.0061;0;0;0;0;0;0.0907;0;0.0374;0.5551;0;0.1185;0;0;0;0;0;0.1123;0;0;0.0091;0;0;0.1083;0;0;0;0;0;0;0;0.4055;0;0;0;0;0.1461;0;0;0;0;0;0;0;0;0;0;4.2279;0.0719;0;0;0;0;0;0;0;0;0;0.2846;0;;0;0;0.21647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16411;0;0;0;0;0.01925;0;0;0.53448;0;0;0;0;0.0918;0;0;0;0.04124;0;0;0;0;0;0;0;0;0.01231;0.02334;0.03064;0.00362;0;0;0;0;0;0;0;0;0;0;0;0.09749;0;0;0;0;0;0;0;0.13432;;0;0;0;0;0;0;0.15008;0;0.01278;0;0.1125;0;0;0;0;0;0;0.09734;0;0;0;0;0
Lactobacillus helsingborgensis;0;0;0;0;0;0;0;0;0;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2192;0;0;0;0;0;0;0;0;0;0;0;0.3473;0;0;0;0.7063;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.00465;0;0;0;0;0;0;0;0.24674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01851;0;0.00354;0.01088;0;0;0;0;0.00321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus helveticus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.06657;2.38373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13217;0.02763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus hilgardii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus hokkaidonensis;0;0;0;0;0;0;0;0.8819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5755;0.044;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.19889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.60311;0;0;0;0;0;0;0;0.06236;0;0;0;0;0.03749;0;0;0;0.05051;0;0;0;0;0;0;0;0;0.03016;0.02859;0.00577;0;0;0;0.01899;0;0.02095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0.01016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus hordei;0;0;0;0;0.0031;0;0.063;0.6633;0.1434;0.0092;0;0;0;0.0055;0;0;0.0087;0;0;0;0;0;0;0;0;0;0;0.0995;0;0;0.0091;0;0.0071;0;0;0;0;0.1589;0;0;0;0.1598;0;0;0;0;0;0;0;0;0;0.3469;0.0157;0.024;0;0;0;0;0;0;0;0;0.4465;0.467;0;0;0;0;0.5047;0;0;0;0;0;0;0;0;0;0;1.0821;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.37398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09451;0;0;0;0;0;0;0;0.11725;0;0;0;0;0;0;0;0;0;0.1159;0;0;0;0;0;0;0;0.07089;0.26878;0.02714;0.00417;0;0;0;0;0;0;0;0;0;0;0;0.11228;0;0;0;0;0;0;0;0.1547;;0;0;0;0;0;0;0.34572;0.01433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00326
Lactobacillus iners;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.173;0;0;0;0;0;0;0.3699;0;0;0;0;0;0;0.1847;0;0;0;0;0;0;0;0;0;0;0;0;0;7.4339;0.2316;0;0;0;0;0;6.0007;0.5827;0.2873;0;0;0;0;1.1183;0.9691;0.0878;0.042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2558;0.0512;0.0505;0;0;0;0;0;0;0;0;0;0;0;0.0793;0;0;0;0;0;0;0.12298;0.0032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0355;0.03338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02397;0.02327;0;0;0;0;0;0.00846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus jensenii;0;0;0;0;0;0;0;0;0.0091;0;0;0;0;0;0.2497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0;0;0;0;0;0.0137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0623;0;0.6944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0079;0.0076;0.1448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.70532;0;0;0;0.04407;0;0;0;0;0;0.24367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.48511;2.44416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Lactobacillus jinshani;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.622;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02125;0;0;0.01874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0.00984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00244
Lactobacillus johnsonii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03298;0.03041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus kefiranofaciens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Lactobacillus kefiri;0;0;0;0;0;0;0.0631;1.8253;0.0957;0;0;0;0;0;0;0.0018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.12474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09457;0;0;0;0;0;0;0;0.02933;0;0;0;0;0.1058;0;0;0;0;0.11598;0;0;0;0;0;0;0;0.14188;0.0269;0.1005;0.00834;0;0;0;0;0.00986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus koreensis;0;0;0;0.0294;0;0;0;0;0.0193;0;0;0;0;0;0;0.0015;0;0;0;0;0;0;0;0;0;0;0;0.016;0;0;0;0;0;0;0;0;0;0;0.1683;0;0;0.2576;0;0;0;0;0;0;0;0;0;0;0.0127;0.0387;0;0;0;0;0;0;0;0;0;0.7526;0;0;0;0;0.4067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.05023;0;0;0;0;0;0;0;0.00287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus kullabergensis;0;0;0;0;0;0;0;0;0;0.0055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1253;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05104;0;0.00326;0;0;0;0;0;0;0;0;0;0;0;0;0.13475;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0.10372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus kunkeei;0;0;0;0.0274;0;0;0.0946;5.7236;0.287;0;0;0;0;0;0;0;0;0;0;0.0502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6269;0;0;0.9594;0;0;0;0;0;0;0;0;0;0;0.0236;0.2165;0;0;1.6462;0;0;0;0;0;0.4467;0;0;0;0;0;0.7575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.18708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30793;0;0;0;0;0.21156;0;0;0;0.07127;0;0;0;0;0;0;0;0;0.12766;0.12101;0.0774;0.00625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0.77822;0;0;0;0;0;0;0;0;0.07704;0.04634;0;0;0;0;0;0.00489
Lactobacillus malefermentans;0;0;0;0;0.0038;0;0;5.9481;0.2858;0;0;0;0;0;0;0.0022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1249;0;0;0.1911;0;0;0;0;0;0;0;0;0;0;0.0063;0;0;0;0;0;0;0;0;0;0;0.5584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.8222;0;0;0;0;0;0;0;0;0;0;0.196;0;;0;0;0.52168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.113;0;0;0;0;0;0;0;0.49068;0;0;0;0;0.04214;0;0;0;0.11357;0;0;0;0;0;0;0;0;0;0;0.00325;0.00498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12377;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus mali;0;0;0;0;0;0;0;1.7657;0.162;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0102;0;0;0;0;0;0;0;0;0;0.4322;0.452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5237;0;0;0;0;0;0;0;0;0;0;0.1587;0;;0;0;0.06034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18296;0;0;0;0;0;0;0;0.08513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04117;0;0.00788;0;0;0.08932;0.00864;0;0.01669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0.01387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus mucosae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1727;0;0.0283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1088;0;0;0;0;0;0.1665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Lactobacillus murinus;0;0;0;0;0;0;0;0;0;0.0169;0;0;0;0;0;0;0;0;0;0;0;0.8771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus nenjiangensis;0.7303;0;0;0;0.0034;0;0;1.8204;0.6036;0;0;0;0;0.006;0;0.002;0;0;0;0;0;0;0;0;0;0;0;0.0437;0;0;0;0;0;0;0;0;0;0.0872;0.3439;0;0;0.3509;0;0;0;0;0;0;0;0;0;0;0.0288;0.3431;0;0;0.6021;0;0;0;0;0;0.1634;1.0253;0;0;0.1224;0;0.1847;0;0;0;0;0;0;0;0;0;0;7.7214;0.0455;0;0;0;0;0;0;0;0;0;0.1799;0;;0;0;0.5474;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06752;0;0.31124;0;0;0;0;0.00811;0;0;0.06436;0.02035;0;0;0;0.03869;0;0;0;0.15641;0;0;0;0;0;0;0;0;0.06226;0.08852;0.01788;0.0183;0;0;0.0196;0;0.01622;0;0;0;0;0;0;0.12326;0;0.27968;0;0;0;0;0;0;;0;0;0;0;0;0;0.37952;0.01048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus oligofermentans;0;0;0;0.0245;0.0084;0;0;5.1291;0.2893;0.0062;0;0;0;0;0;0;0.0117;0;0;0;0;0;0;0;0;0;0;0.241;0;0;0;0;0.0095;0;0;0;0;0;0.5617;0;0.1158;0.8598;0;0;0;0;0;0;0;0;0;0.9331;0;0.194;0;0;0;0;0;0;0;0;0.4003;3.1401;0;0;0;0;0;0;0.0065;0;0;0;0;0;0;0;0;27.649;0;0.0391;0;0;0;0;0;0;0;0;0;0;;0;0;0.41911;0.14582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.76256;0;0;0;0;0.00994;0;0;1.18263;0.02493;0;0;0;0.09479;0;0;0;0.12774;0;0;0;0;0;0;0;0;0.0572;0.14458;0.0219;0.01681;0;0;0;0;0.00662;0;0;0;0.20403;0;0;0.453;0;0;0;0.13921;0;0;0;0;;0;0;0;0;0;0;0.58115;0;0;0;0;0;0;0;0.01238;0;0;0;0;0;0;0;0.00219
