Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF06;KGCF07;KGCF10;KGCF11;KGCF12;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF34;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF43;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF12s1
Dehalobacter sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0.0001;0;0;0;0;0;0.0003;0;0;0;0;0;0.0003;0;0.0003;0;0.0004;0.0002;0.0004;0;0;0;0;0;0.0006;0;0;0;0;0;0;0;0;0;0.0019;0;0;0;0;0.002;0.0036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dehalobacter restrictus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0.0002;0.0001;0;0;0;0;0;0.0001;0;0;0.0005;0;0;0;0;0;0;0;0;0;0.0004;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Defluviitoga tunisiensis;0;0.0001;0;0.0001;0;0.0005;0;0.0007;0;0;0.0008;0.0001;0;0;0;0;0;0;0;0.0025;0;0;0;0.0001;0;0.0016;0.0002;0;0;0.0002;0.0006;0;0.0006;0.0002;0.0031;0;0;0.0013;0.002;0.0027;0.0422;0;0;0.102;0;0.0003;0.0027;0.0015;0.0009;0.0027;0.0015;0.0019;0.0004;0;0.0011;0.0002;0.0003;0.0015;0.0003;0.0004;0.0081;0;0.0628;0.0013;0;0;0;0.0144;0;0;0.0112;0;0.0103;0.0327;0;0;0.0015;0;0;0.0022;0;0;0;0.0001;0;0;0;0;0;0;0;0.0011
Defluviimonas alba;0;0;0;0;0.0001;0;0;0;0.0002;0;0;0.0002;0;0;0.0001;0;0;0;0;0;0;0.0001;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0.0007;0.0003;0;0.0002;0;0;0;0.0003;0;0.0001;0.0007;0;0;0.0004;0;0.0001;0.0041;0.0018;0;0;0.0037;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0.0002
Deferribacter desulfuricans;0;0.0001;0.0005;0.0005;0.0016;0.001;0;0.0024;0;0;0.0035;0.0002;0;0;0;0;0.0003;0.0002;0;0.0073;0.0008;0;0.0001;0.0003;0.0006;0.0022;0.0004;0.0002;0;0.0002;0.0003;0;0.004;0.0002;0.0074;0;0;0.0044;0.0019;0.005;0.0388;0;0.0072;0.0312;0;0.0002;0.0075;0.0021;0.0003;0.0123;0.0017;0.0063;0.0018;0.0001;0.001;0.0031;0.0005;0.0013;0.0007;0.0012;0.0068;0;0.0269;0;0;0;0.0009;0.0318;0;0;0.0103;0.0002;0.0121;0.045;0.0004;0.002;0.006;0.0012;0;0.0074;0;0;0;0;0.0009;0.0002;0.0003;0;0;0.0003;0.0005;0.0015
Dechlorosoma suillum;0;0.0001;0;0.0001;0.0006;0;0;0;0;0.0002;0;0.0011;0;0;0.02;0;0;0.0005;0;0;0.0005;0.0009;0;0.0007;0;0.0013;0.0003;0.0015;0.0001;0.0008;0;0;0.001;0.0041;0.0002;0;0.0023;0.0002;0.0044;0.0006;0.0065;0.0001;0.0085;0;0;0.0001;0;0.0035;0.0026;0.0022;0.0026;0.003;0.0001;0.0001;0.0006;0.0063;0;0.0013;0.0003;0.0001;0.0028;0;0.0632;0;0;0.0036;0.0003;0.0047;0;0;0;0.0001;0.0004;0.0088;0;0;0;0.0001;0;0.0004;0;0;0;0.0003;0;0.0037;0.0003;0;0;0;0.0002;0.0094
Dechloromonas aromatica;0;0;0;0.0001;0.0003;0.0006;0;0.0004;0;0;0.0047;0.0009;0;0.0001;0.0019;0;0;0.002;0;0.005;0.0024;0.0016;0;0.0005;0;0.0004;0;0.0011;0;0.0001;0;0;0.0011;0.0011;0.0008;0.0001;0;0.0028;0.0016;0.0059;0.0468;0;0;0.0698;0;0.0001;0.0097;0.0011;0.0008;0.0015;0.0012;0.0008;0.0005;0.0001;0.001;0.002;0.0001;0.001;0;0.0002;0.0007;0;0.0878;0;0;0;0;0.0289;0;0;0.0151;0;0.0237;0.1838;0;0;0;0.0006;0;0;0;0;0;0.0001;0;0.0019;0.0003;0;0;0.0001;0.0004;0.0025
Dactylococcopsis salina;0;0;0;0;0;0;0;0;0;0;0.0008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0.0003;0;0;0;0.0002;0.0004;0;0;0;0;0;0;0.0001;0.0012;0.0002;0.0005;0;0.0002;0.0003;0;0;0;0.0002;0;0.0008;0;0;0.004;0;0.0159;0;0;0;0;0.0188;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0.0001;0.0003
Cytophaga hutchinsonii;0;0;0.0001;0.0001;0;0.0015;0.0132;0.0014;0;0;0.0009;0;0;0;0.0003;0;0.0001;0.0005;0;0.0007;0;0.0005;0;0.0001;0;0.0009;0.0001;0;0.0001;0.0005;0;0.0001;0.0003;0.0005;0.001;0.0001;0;0.002;0.0035;0.0031;0.0391;0;0.0131;0.0079;0.0042;0.0001;0.0025;0.0016;0.0022;0.0031;0.001;0.0003;0.0022;0.0001;0;0.0006;0;0.0033;0.0002;0.0001;0.0082;0;0.0582;0.0003;0;0;0.0004;0.012;0;0;0.0013;0;0.001;0.0076;0.0002;0;0.0032;0;0.0002;0.0012;0;0;0;0.0001;0;0.0001;0.0004;0;0.0001;0.0001;0.0001;0.0008
Cystobacter fuscus;0;0;0;0;0;0;0;0.0001;0;0;0.0036;0;0;0;0.0006;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0.0002;0.0001;0;0;0;0.0001;0.0006;0;0;0;0.1328;0;0;0.0002;0;0.0002;0.0001;0.0001;0.0005;0;0;0;0.0001;0;0;0;0;0.0002;0;0.0118;0.0001;0;0;0;0;0;0;0.0001;0;0.0006;0;0;0;0.0002;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0.0001
Cycloclasticus zancles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0.0012;0.0001;0;0;0;0.0002;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0.0003;0;0;0;0;0;0;0.0002;0;0;0.0005;0;0;0;0;0.0004
Cycloclasticus sp;0;0;0;0;0;0;0;0;0;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0.0006;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0
Cyclobacterium marinum;0;0;0;0.0002;0.0003;0.0013;0;0;0;0;0.0009;0.0002;0;0;0;0;0;0;0;0.0002;0.0003;0;0;0;0;0.0004;0.0007;0;0;0.0001;0;0;0;0;0.0003;0;0;0.0004;0.0027;0.0006;0;0;0.0005;0.0056;0;0;0.0079;0.0013;0.0009;0.0009;0.002;0.0014;0.0001;0.0002;0;0.0008;0.0001;0.0002;0.0003;0.0001;0;0;0;0.001;0;0;0.0001;0.0038;0;0;0.0013;0;0.001;0.0054;0;0;0.0001;0;0;0.0008;0;0;0;0;0.0001;0;0.002;0;0.0001;0;0.0003;0.0027
Cyclobacterium amurskyense;0;0;0;0.0001;0;0.001;0;0.0003;0;0.0001;0.0008;0.0001;0;0;0.0032;0;0.0003;0.0001;0;0;0;0.0015;0;0.0001;0;0.0004;0.0003;0.0001;0;0;0;0;0;0.0003;0.0018;0;0;0.0004;0;0.0004;0.004;0;0.0058;0.017;0;0.0001;0.0009;0.0006;0.0003;0.002;0.0004;0.0009;0.0002;0;0;0.0004;0.0001;0.001;0.0003;0;0.0015;0;0.0098;0.0003;0.0031;0;0.0001;0.0048;0;0;0.0015;0;0.0017;0.0091;0.0001;0;0;0;0;0.0011;0;0;0;0;0.0034;0.0001;0.0003;0;0;0.0002;0.0003;0.0013
Cyanothece sp;0;0;0;0;0;0.0002;0.0118;0.0001;0;0;0.0002;0;0;0;0;0;0.0001;0.0008;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0.0054;0;0;0;0;0;0.0017;0;0.0025;0;0.0013;0;0;0.0001;0.0007;0.0002;0.001;0;0.0011;0.0004;0.0001;0;0.0005;0;0;0.0004;0.0004;0;0.0003;0;0.007;0.0001;0.0013;0;0.0001;0.0036;0;0;0.0016;0;0.0021;0;0;0;0;0;0.0002;0.0002;0;0;0;0;0;0;0;0;0;0;0.0001;0
Cyanobium gracile;0;0;0;0;0;0;0;0;0;0.0001;0.0002;0;0;0;0.0019;0;0;0;0;0.0006;0;0.0001;0;0.0001;0;0.0002;0;0.0001;0;0;0;0;0.0004;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0.0013;0;0.0011;0;0.0002;0.0003;0;0;0;0.0003;0;0.0003;0.0002;0;0;0;0.0026;0;0;0.0008;0;0.0018;0;0;0.0003;0;0.0005;0;0;0;0.0002;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0.0023
Cyanobacterium stanieri;0;0;0;0.0001;0;0.0004;0;0;0;0;0.002;0;0;0;0;0;0;0.0007;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0.0004;0;0;0;0;0.0003;0.0004;0;0.0039;0;0;0;0;0;0.0025;0;0.0014;0.0091;0.0002;0.0002;0;0;0;0;0;0.0012;0;0;0.0138;0.0002;0.0109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0.0002;0;0;0.0004
Cyanobacterium endosymbiont;0;0;0;0.0002;0.0003;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0.0044;0;0;0;0;0;0;0.0003;0;0;0.0002;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006;0;0;0.0008;0;0;0;0;0;0;0;0;0;0;0;0
Cyanobacterium aponinum;0;0;0;0;0;0.0003;0;0.0002;0;0;0.0002;0;0;0;0.0002;0;0.0001;0;0;0;0;0;0;0.0003;0.0001;0.0008;0.0001;0;0;0.0001;0;0;0;0.0003;0.0011;0;0;0.0017;0.0017;0.0033;0.006;0;0.0126;0;0;0;0.0022;0.0006;0.0006;0.002;0.0001;0.0008;0.0001;0.0001;0.0006;0;0.0001;0.0005;0.0001;0;0.0044;0;0.0585;0;0;0;0.0003;0.0014;0;0;0.0003;0;0;0.0027;0;0.0002;0.001;0.0001;0;0.0015;0;0;0;0;0;0.0001;0;0;0;0;0;0.0005
Cutibacterium avidum;0;0.0001;0.0006;0.001;0.0008;0.0071;0.0462;0.0144;0.0047;0.0002;0.0275;0.0006;0;0.0003;0.0106;0.0011;0;0.0601;0.0011;0.004;0.0518;0.0024;0;0.0033;0;0.0429;0.0002;0.0023;0.0004;0.0136;0.0014;0.0003;0.0116;0.0092;0.0289;0.001;0.0557;0.0339;0.0625;0.0599;0.7355;0.0079;0.3287;0.6632;0.2186;0.0018;0.0267;0.0094;0.0343;0.0353;0.0606;0.0417;0.0509;0.0014;0.0027;0.0215;0.0003;0.0336;0.0041;0.0033;0.0598;0.0019;0.5341;0.0096;0.0688;0.0099;0.0191;0.9353;0.0983;0;0.0091;0.0002;0.0066;0.1151;0;0.0137;0.0434;0.0061;0.0093;0.0298;0.0001;0.0008;0;0.0009;0.0049;0.0002;0.002;0;0.0014;0.0002;0.0019;0.0084
Curtobacterium sp;0;0.0001;0;0.0003;0;0.0003;0;0.0006;0;0;0.0193;0.0001;0;0;0.0012;0;0;0.0014;0;0.0003;0.0005;0;0;0;0;0.005;0;0.0005;0;0.0019;0;0.0002;0.0011;0.0016;0.0013;0;0;0.016;0.0065;0.004;0.1115;0.0016;0.0469;0.5878;0;0.0003;0.0049;0.0025;0.0056;0.0052;0.0038;0.0038;0.0023;0;0.0027;0.0005;0.0001;0.0043;0.0029;0.0001;0.0066;0.0003;0.0724;0.001;0.0215;0.0032;0;0.0481;0.0077;0;0.0023;0;0.0057;0.0779;0.0002;0;0.0032;0.0002;0.0002;0.0072;0;0;0;0;0.0024;0;0;0;0;0;0.0006;0.0003
Curtobacterium pusillum;0;0.0001;0;0.0003;0;0.0006;0;0.0008;0;0.0001;0.0322;0.0002;0;0;0.0034;0;0;0.0009;0;0.0018;0;0;0;0.0001;0;0.0047;0.0001;0.0002;0;0.0005;0.0001;0.0001;0.001;0.0008;0.0035;0;0.0022;0.0119;0.0046;0.0083;0.0561;0.0003;0.0423;0.7202;0;0.0002;0.0051;0.0014;0.0045;0.0041;0.0019;0.0044;0.001;0.0002;0.0017;0.0012;0.0001;0.004;0.0019;0.0001;0.008;0.0007;0.0606;0;0.0065;0.0014;0.0013;0.1132;0;0;0.0026;0;0.003;0.1688;0;0.0002;0.0036;0;0;0.0011;0;0.0001;0;0.0001;0.0007;0;0;0;0;0;0.0002;0.0042
Cupriavidus sp;0;0;0;0.0001;0;0.0004;0;0.0006;0;0.0001;0;0.0005;0;0;0.0101;0;0;0;0;0.0007;0.0009;0;0;0.0004;0;0.0027;0.0004;0;0;0.0005;0;0;0;0.0028;0.0004;0;0;0;0;0.0006;0.0741;0;0;0;0;0.0004;0.0032;0.0011;0.0049;0.0026;0.0034;0.0033;0.0015;0.0002;0;0.0066;0;0.0021;0.0005;0.0002;0.0065;0;0.0432;0;0;0;0;0.0326;0;0.0001;0.0025;0;0.0004;0.0027;0;0;0;0.0001;0;0;0;0;0;0.0001;0;0.0023;0;0;0.0001;0.0001;0.0001;0.0027
Cupriavidus necator;0;0;0;0;0;0;0;0;0;0.0001;0.0012;0.0003;0;0;0.0033;0;0;0.0008;0;0;0;0.0006;0;0.0001;0;0.0008;0;0;0;0;0;0;0;0.0005;0.0005;0;0;0;0;0.0002;0.032;0;0;0;0;0.0001;0.0003;0.0002;0.0006;0.0014;0.0002;0.0017;0.0001;0;0;0.0012;0;0.001;0.0001;0;0.0012;0;0.0067;0;0.0017;0;0;0.0015;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0.0001;0;0.0011;0;0;0;0;0.0002;0.0009
Cupriavidus metallidurans;0;0;0;0;0;0;0.0148;0;0;0.0001;0;0.0003;0;0;0.0039;0;0;0;0;0;0.0005;0.0001;0;0.0001;0;0.001;0;0;0;0;0;0;0.0003;0.0008;0;0;0;0;0;0;0.0032;0.0002;0;0;0;0.0001;0.0003;0.0004;0.0011;0;0.0003;0.0007;0.0001;0;0.0006;0.0014;0;0.0006;0.0004;0;0.0008;0.0001;0;0;0;0;0;0.0015;0;0;0;0;0;0.0171;0;0;0;0;0;0;0;0;0;0;0.0005;0.0017;0;0;0.0001;0;0.0001;0.0006
Cupriavidus gilardii;0;0;0.0001;0.0001;0;0;0.0165;0;0;0.0001;0.0002;0.001;0;0;0.0058;0;0;0.0005;0;0.0006;0.0005;0;0;0.0001;0;0.0005;0.0001;0;0;0.0009;0;0;0;0.0015;0;0;0;0;0;0.0005;0;0;0;0;0.0052;0.0001;0;0;0.0016;0.0012;0;0.0012;0.0001;0;0;0.0029;0;0.0007;0.0002;0;0.0009;0;0.0073;0.0002;0;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0.0019;0;0;0;0.0001;0;0.0019
Cupriavidus basilensis;0;0;0;0.0001;0.0003;0.0005;0;0.0004;0;0.0001;0;0.0007;0;0;0.0051;0;0;0;0;0.0002;0.0008;0;0;0.0002;0;0.0002;0.0001;0.0003;0;0.0004;0;0.0001;0.0006;0.0016;0.0002;0;0;0;0;0.0004;0.0247;0;0;0.0154;0;0;0.0007;0.0009;0.0014;0.0018;0.0003;0.0006;0.0001;0;0;0.0023;0;0.0007;0;0;0;0;0.0076;0;0;0;0;0.0288;0;0;0.0005;0.0001;0.0007;0.0074;0;0;0.0002;0;0;0;0;0;0;0.0001;0;0.0018;0;0;0;0;0;0.0007
Cryptobacterium curtum;0;0;0.0013;0.0002;0;0.0014;0;0.0021;0;0;0.0102;0.0004;0;0;0.0004;0;0.0002;0.0028;0;0;0.0808;0.0004;0;0;0.0003;0.003;0.0006;0.0002;0.0002;0.001;0;0.0002;0;0.0118;0.0148;0;0.0028;0.0017;0.0035;0.004;0.3292;0;0.0439;0;0;0.0027;0.0153;0.001;0.0054;0.0543;0.0046;0.0033;0.0118;0.0003;0.0057;0.0027;0.0002;0.0117;0.0007;0;0.0168;0.0002;0.1169;0.0017;0;0;0.0041;0.0366;0.2084;0;0.0064;0;0.0028;0.0069;0;0.0023;0;0;0.0088;0.0009;0.0002;0;0;0.0003;0.1346;0;0.0008;0;0.0019;0;0.0005;0.0007
Cryobacterium sp;0;0;0;0.0001;0;0.0006;0;0.0012;0;0;0.0077;0;0;0;0.0013;0;0;0.0009;0;0.0013;0;0.0002;0;0;0;0.0024;0;0.0001;0;0.0003;0.0014;0;0.0003;0.0012;0.0007;0;0;0.0096;0.0136;0.0021;0.0915;0.0019;0.006;0.396;0.17;0.0001;0.0036;0.0015;0.0043;0.0029;0.0015;0.0031;0.0012;0.0001;0.0006;0.0036;0.0001;0.0016;0.0013;0;0.0032;0;0.0612;0.0004;0.0025;0.03;0.0005;0.0297;0.1124;0;0.0015;0;0.0008;0.0619;0;0.0007;0.0027;0;0.0002;0.0048;0;0.0003;0;0.0001;0.0004;0;0.0002;0;0;0.0001;0;0.0021
Cryobacterium arcticum;0;0;0;0.0002;0;0.0019;0.014;0.0048;0;0;0.0216;0.0002;0;0;0.0034;0;0;0.0008;0;0.0041;0.0017;0;0;0.0001;0;0.0057;0;0.0005;0;0.0015;0.0001;0;0;0.0012;0.0073;0.0002;0.0011;0.0066;0.003;0.0205;0.1098;0.0001;0.0101;0.8277;0.0617;0.0001;0.0035;0.0028;0.0062;0.0072;0.0044;0.0074;0.0015;0;0.0017;0.0011;0;0.0039;0.0013;0.0003;0.0127;0;0.0823;0.0003;0.0208;0.006;0.0006;0.1362;0.0255;0.0001;0.008;0;0.0029;0;0;0;0.0028;0.0003;0;0.0025;0;0;0;0.0001;0.0015;0;0;0;0.0001;0;0.0005;0.0037
Cronobacter universalis;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0.0001;0;0;0;0;0;0;0;0;0.0004;0;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cronobacter turicensis;0;0;0;0.0001;0;0.0005;0;0.0002;0;0;0;0.0001;0;0;0.0002;0;0;0;0;0.0009;0;0;0;0;0;0;0;0;0;0.0001;0;0;0.0003;0.0001;0;0;0;0;0.0006;0.0005;0.0057;0;0;0.0398;0;0.0002;0;0;0.0023;0.0006;0;0;0;0;0;0;0;0.0005;0;0.0001;0.0007;0;0.0274;0;0;0;0;0.0027;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0
Cronobacter sakazakii;0;0;0;0;0;0;0;0;0;0;0.0058;0;0;0;0.0003;0;0;0;0;0.0007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0017;0;0;0;0;0;0;0.0008;0;0;0;0.0001;0.0006;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0.001;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0
Cronobacter muytjensii;0;0;0;0.0002;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0.0057;0;0.0007;0;0;0.0001;0.0008;0.0002;0;0;0.0006;0.0007;0.0003;0;0;0.0007;0;0.0003;0;0;0.0003;0;0.0039;0;0.0007;0;0;0;0;0;0.0011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cronobacter malonaticus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0021;0;0;0;0.0038;0;0;0;0;0;0;0;0;0.0004;0;0;0.0003;0.0002;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0.0038;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0.0008
Cronobacter dublinensis;0;0;0;0;0;0;0;0.0005;0;0;0.0005;0.0001;0;0;0;0.0001;0;0;0;0;0;0.0006;0;0;0;0;0;0.0001;0;0;0;0;0.0006;0;0;0;0;0;0;0.0002;0;0;0;0;0.0415;0;0.0038;0.0014;0.0003;0;0.0001;0.0001;0;0.0002;0;0.0001;0;0;0;0;0.0014;0;0.0019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0.0001;0.0001;0;0;0;0;0
Cronobacter condimenti;0;0;0;0.0001;0;0.0001;0;0;0;0;0.0011;0.0001;0;0;0.0031;0;0;0.001;0;0.0204;0;0.0002;0;0.0002;0;0.0006;0.0001;0;0;0.0001;0;0;0.0012;0.0001;0.0013;0;0;0.0023;0;0.0006;0.1424;0;0;0.0321;0;0.0001;0.0044;0.0013;0;0.0013;0.0006;0.0026;0;0;0;0.0001;0.0001;0.0001;0;0;0;0;0.0277;0.0002;0;0;0;0.0232;0;0;0.0269;0;0.0211;0.0051;0;0;0;0.0001;0;0.0007;0.0001;0;0;0;0;0.0002;0;0;0;0;0.0004;0.0015
Croceicoccus naphthovorans;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0.0002;0;0;0;0;0;0;0;0;0.0005;0;0;0;0.0004;0;0;0;0;0;0;0;0.0006;0;0.0014;0;0;0.0004;0;0;0;0;0;0;0.0008;0;0;0;0;0.0004;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croceicoccus marinus;0;0;0;0;0;0;0;0.0007;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0.0007;0;0;0;0;0;0;0;0;0;0;0;0.0029;0;0.0002;0.0022;0.0001;0.0001;0.0008;0.0001;0;0;0.0016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croceibacter atlanticus;0;0;0.0003;0.0001;0;0.0006;0;0.0002;0;0;0.0008;0.0001;0;0.0001;0.005;0;0.0001;0.0008;0;0.0014;0;0.0002;0;0;0;0.0006;0.0002;0;0;0;0;0;0;0.0003;0.0034;0;0;0.0042;0.0024;0.0022;0.0126;0.0001;0;0.0709;0;0.0001;0.0038;0.0019;0.0006;0.0084;0.0015;0.001;0.0002;0;0;0.0007;0.0001;0.0032;0.0006;0.0001;0.0077;0;0.0291;0.0007;0;0;0;0.01;0;0;0.0008;0;0.0051;0.0227;0;0;0;0.0001;0;0.0013;0;0;0;0.0002;0.0012;0;0.0002;0;0.0002;0.0002;0.0001;0.0015
Crinalium epipsammum;0;0;0;0;0.0001;0.0002;0;0;0;0;0;0;0;0;0.0001;0;0;0.0001;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0.0012;0;0.0004;0;0;0.0017;0;0;0;0.0066;0;0;0.0006;0.0001;0.0003;0.0018;0.0001;0.0005;0;0.0001;0;0.0002;0;0.0002;0.0001;0.0001;0;0;0;0;0.0006;0;0.0001;0.0022;0;0;0.0002;0;0;0;0;0;0.0001;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0.001
Coxiella like;0;0;0;0;0.0004;0;0;0;0;0;0.0041;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0.0005;0;0;0;0.1812;0;0;0;0;0.0036;0;0;0.0002;0;0;0.0013;0.001;0;0.0002;0;0;0.0009;0.0002;0;0;0;0.0016;0.0023;0;0;0;0.006;0;0.0009;0.0387;0;0;0;0.0003;0.0015;0;0;0;0;0.0006;0;0;0;0;0;0;0;0.0006
Coxiella endosymbiont;0;0;0.0031;0;0;0.0008;0;0.0031;0;0;0.0048;0;0;0;0;0;0;0;0;0.0093;0;0.0016;0.0005;0;0;0.0025;0;0;0;0.0006;0.0009;0;0;0;0.0056;0.0007;0;0.0027;0.0106;0;0;0;0;0.1594;0;0.0004;0.0068;0.0036;0;0;0.0028;0.0006;0;0;0;0;0.0004;0;0.0083;0;0;0;0;0.0052;0;0;0;0;0;0;0.0297;0.0007;0.0023;0;0.0039;0;0;0;0.0013;0;0;0;0;0.0004;0;0;0;0;0;0;0.0006;0
Coxiella burnetii;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0.0004;0;0;0;0.0002;0;0;0;0;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0014;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0.0016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Corynebacterium vitaeruminis;0;0.0001;0.0002;0.002;0.0019;0.0361;0.0597;0.011;0;0.0002;0.0137;0.0071;0;0.0001;0.0264;0;0.0001;0.0147;0.0009;0.0139;0.0006;0;0;0.0003;0.0007;0.0286;0.0003;0.0042;0.0026;0.0265;0.0037;0.0002;0.0013;0.0171;0.005;0;0.0023;0.1195;0.0901;0.1391;1.7196;0.0027;0.2469;0.7143;0.0502;0.0045;0.0567;0.013;0.0197;0.066;0.0355;0.0162;0.0619;0.0015;0.0173;0.0107;0.0005;0.0159;0.0114;0.0087;0.153;0.0026;0.6009;0.0021;0.0044;0.0567;0.0331;0.8887;0.2633;0;0.0501;0;0.0164;0.1602;0;0.0237;0.1111;0.0029;0.022;0.073;0;0;0;0.0003;0.0026;0.0008;0;0.0001;0.0019;0.0002;0;0.0023
