Species;SRR3284698_CF;SRR3284701_CF;SRR3284702_CF;SRR3284703_CF;SRR3284706_CF;SRR3286490_CF;SRR3286491_CF;SRR3286492_CF;SRR3286493_CF;SRR3286494_CF;SRR3286495_CF
Bacillus subtilis;0;0;0;0;0;0;0;0;0;0;0
Catenovulum sediminis;0;0;0;0;0;0;0;0;0;0;0
Shewanella livingstonensis;0;0;0;0;0;0;0.00004;0.00004;0;0;0
Aeromonas schubertii;0;0;0;0;0;0;0;0;0;0;0
Borrelia mayonii;0.00024;0;0;0;0;0;0;0;0;0;0
Bacteriophage D3;0;0;0;0.12624;0;0;0;0;0;0;0
Mycobacterium basiliense;0.00004;0;0;0;0;0;0;0.00008;0;0;0
Pararhodospirillum photometricum;0;0;0;0;0;0;0;0.00022;0;0;0
Lachnoanaerobaculum umeaense;0;0;0.00008;0;0.00008;0;0;0;0.00008;0;0
Mycoplasma hyorhinis;0;0;0;0;0;0;0;0;0;0;0
Bacillus altitudinis;0;0;0;0;0;0;0;0;0;0;0
Bradyrhizobium icense;0;0;0;0.00005;0.00003;0;0.00003;0.00003;0;0;0
Gemella haemolysans;0;0.00022;0.02158;0;0.00044;0.00078;0.00749;0.00237;0;0.00067;0
Geobacter pickeringii;0;0;0;0;0;0;0;0.00012;0;0;0
Tessaracoccus aquimaris;0;0.00005;0;0;0;0;0;0;0;0;0
Sphaerochaeta globosa;0;0;0;0;0.00006;0;0;0.00013;0;0;0
Flavivirga eckloniae;0.00004;0;0.00004;0;0;0;0.00008;0;0;0;0
Pseudopropionibacterium propionicum;0.00013;0;0;0;0;0;0;0;0.00013;0.00006;0
Streptococcus troglodytae;0;0;0;0;0;0;0;0.00041;0;0;0
Xanthomonas translucens;0;0;0;0;0;0;0;0;0;0;0
Cupriavidus basilensis;0;0;0;0;0;0;0;0;0;0;0
Desulfosporosinus meridiei;0;0;0;0;0;0;0;0.00022;0;0;0
Vibrio breoganii;0;0;0;0;0;0;0;0;0;0;0
Veillonella atypica;0;0.01254;0.00631;0;0.02595;0.01076;0.38935;0.00367;0;0.00942;0.00648
Labilibaculum antarcticum;0;0;0;0;0.00004;0;0;0;0;0;0
Streptomyces albidoflavus;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus zeae;0;0;0;0;0;0;0;0.00007;0;0;0
Paenibacillus larvae;0.00005;0;0;0;0;0;0;0;0;0;0
Dietzia timorensis;0;0;0;0;0;0;0;0.00012;0;0;0
Virgibacillus phasianinus;0.00005;0.00011;0;0;0;0;0;0.00021;0;0;0
Mucinivorans hirudinis;0;0;0;0;0.00007;0;0;0.00048;0.00007;0;0
Burkholderia plantarii;0.00026;0.00023;0.00017;0.0001;0;0;0;0;0;0;0
Citrobacter koseri;0;0;0;0;0;0;0;0;0;0;0
Lysobacter oculi;0;0;0;0;0;0;0;0.00025;0;0;0
Clostridium botulinum;0.00027;0;0;0;0;0;0;0;0;0;0
Polynucleobacter necessarius;0;0;0;0;0;0;0;0;0;0;0
Polaromonas vacuolata;0;0;0;0;0;0;0;0.00006;0;0;0
Microbacterium sediminis;0;0;0;0;0;0;0.00008;0.00008;0;0;0
Leclercia adecarboxylata;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus sanfranciscensis;0;0;0;0;0;0;0;0;0.00016;0;0.00017
Paenibacillus lautus;0;0;0;0;0;0;0;0.00015;0;0;0
Vibrio splendidus;0.00006;0;0;0;0;0;0;0;0;0;0
Haliscomenobacter hydrossis;0;0;0;0;0;0;0;0.00008;0;0;0
Bifidobacterium bifidum;0;0;0;0;0;0;0;0;0;0;0
Acetobacter ascendens;0;0;0;0;0;0;0;0;0;0;0
Pseudomonas fulva;0;0;0;0;0;0;0.00004;0;0;0;0
Campylobacter upsaliensis;0;0;0;0;0;0;0;0;0;0;0
Saccharibacillus brassicae;0;0;0;0;0;0;0;0.00008;0;0;0
Streptococcus pantholopis;0;0;0;0;0;0.00019;0.0001;0.00058;0;0;0
Streptococcus merionis;0;0;0.00027;0;0;0.00009;0.00027;0.00027;0;0;0.00009
Cyclobacterium amurskyense;0;0;0;0;0;0;0;0.00021;0;0.00003;0
Exiguobacterium mexicanum;0;0;0;0;0;0;0.00016;0.00025;0;0;0
Oryzomicrobium terrae;0;0;0;0;0;0;0;0.00025;0;0;0
Selenomonas sputigena;0;0.00008;0.00067;0.00008;0.00067;0.00008;0.00034;0.00034;0.00017;0.00008;0.00017
Rhodocyclaceae bacterium;0;0;0;0;0;0;0;0;0;0.00071;0.00036
Weeksella virosa;0;0;0;0;0;0;0;0;0;0;0
 Pasteurella;0;0;0.00009;0;0;0;0.0001;0;0;0;0
Denitrobacterium detoxificans;0;0;0;0;0;0;0.00009;0.00053;0;0;0
Bifidobacterium dentium;0.00033;0;0;0;0;0;0;0;0;0;0
Chitinimonas arctica;0;0;0;0;0;0;0;0.00008;0;0;0
Thermoanaerobacterium thermosaccharolyticum;0.00008;0;0;0.00008;0;0;0;0;0;0;0
Gluconobacter oxydans;0;0;0;0;0;0;0;0;0;0;0
Pseudomonas kribbensis;0.00007;0;0;0;0;0;0;0.00014;0;0;0
Nocardia farcinica;0;0;0;0;0;0;0;0;0;0;0
Paludisphaera borealis;0;0;0;0;0;0;0;0.00006;0;0;0
Burkholderia insecticola;0.00059;0;0;0;0;0;0;0;0;0;0
Staphylococcus pettenkoferi;0;0;0;0;0;0;0.00009;0.00052;0;0;0
Leptotrichia trevisanii;0.00008;0;0;0.0003;0.00016;0.00015;0.00022;0.00016;0.00008;0;0
Serratia surfactantfaciens;0;0;0;0;0;0;0.00008;0;0;0;0
Pandoraea norimbergensis;0;0;0;0;0;0;0;0.00021;0;0;0.00011
Thermoanaerobacter mathranii;0;0;0;0;0;0;0;0.00028;0;0;0
Pseudomonas entomophila;0;0;0;0;0;0;0;0;0;0.00004;0
Micromonospora tulbaghiae;0;0;0;0;0;0;0;0.00006;0;0;0
Burkholderia phage;0.11429;0.10709;0.04818;0.02452;0.01749;0;0;0;0;0;0
Caldithrix abyssi;0;0;0;0;0;0;0;0.00004;0;0;0
Vibrio hyugaensis;0;0;0;0;0;0;0;0;0;0;0
Orrella dioscoreae;0.00013;0;0;0;0;0;0;0.00009;0;0;0
Methanocaldococcus infernus;0;0;0;0;0;0;0;0.00033;0;0;0
Enterobacteria phage;0;0;0;0;0;0;0;0;0;0;0
Erwinia amylovora;0;0;0;0;0;0;0;0;0;0;0
Nitrosopumilus piranensis;0;0;0;0;0;0;0.00013;0;0;0;0
Streptomyces qinzhouensis;0;0;0;0;0.00003;0;0.00003;0.00005;0;0;0.00003
Morganella morganii;0;0;0;0;0;0;0;0;0;0;0
Thauera aromatica;0;0;0;0.00006;0;0;0;0.00036;0;0;0
Bacillus cohnii;0;0;0;0;0;0;0.00004;0.0004;0;0;0
Burkholderia territorii;0.00495;0.0015;0.00053;0;0;0;0;0;0;0;0
Vibrio mimicus;0.00035;0;0;0;0;0;0;0;0;0;0
Paracoccus denitrificans;0;0;0;0;0;0;0;0;0.00007;0;0
Ehrlichia canis;0;0;0;0;0;0;0;0;0;0;0
Victivallales bacterium;0;0;0;0;0;0;0;0.00021;0;0;0
Clostridium novyi;0.00009;0;0;0;0;0;0;0;0;0;0
inf: Saccharomyces;0.0002;0;0;0;0;0;0;0;0;0;0
Capnocytophaga ochracea;0;0;0.00098;0;0.00016;0;0.00148;0.00033;0;0.00049;0
Clostridium saccharoperbutylacetonicum;0;0;0;0;0;0;0;0;0;0;0
Paenibacillus naphthalenovorans;0;0;0;0;0;0.00004;0;0.00021;0;0;0
Dialister massiliensis;0;0;0;0;0;0;0.00009;0.00019;0;0;0
Spiribacter curvatus;0;0;0;0;0;0;0;0.00011;0;0;0
Streptomyces vinaceus;0;0;0.00003;0;0;0;0;0.00011;0;0;0
Hymenobacter jejuensis;0;0;0;0;0;0;0;0.00004;0;0;0
Paenibacillus terrae;0;0;0;0;0;0;0;0.00021;0;0;0
Pseudomonas parafulva;0;0;0;0;0;0;0;0;0;0.00017;0
Halosimplex pelagicum;0;0;0;0;0;0;0;0.00013;0;0;0
Pseudarthrobacter chlorophenolicus;0;0;0;0;0;0.0001;0;0;0;0;0
Mannheimia haemolytica;0.00008;0;0;0;0;0;0;0;0;0;0
Phytohabitans flavus;0;0;0;0;0;0;0;0.00002;0;0;0
Ehrlichia ruminantium;0.00014;0;0;0;0;0;0;0;0;0;0
Blastomonas fulva;0;0;0;0;0;0.00005;0;0;0;0;0
Georhizobium profundi;0;0;0;0;0;0.00005;0;0.00025;0;0;0
Paenibacillus chitinolyticus;0;0;0.00003;0;0;0;0;0.0001;0;0;0
Histophilus somni;0.00019;0;0;0;0;0;0;0;0;0;0
Clostridium autoethanogenum;0;0;0;0;0;0;0;0;0;0;0
Halomonas alkaliphila;0;0;0.00005;0;0;0;0;0;0;0;0
Sinomonas atrocyanea;0;0;0;0;0;0;0;0.0001;0;0;0
Zobellella denitrificans;0;0;0;0;0;0;0;0.00021;0;0;0
Acholeplasma laidlawii;0;0;0;0;0;0;0;0;0;0;0.00014
Staphylococcus pasteuri;0;0;0;0;0;0;0;0;0;0;0
Luteibacter pinisoli;0;0;0;0.00005;0;0;0;0.00009;0;0;0
Enterococcus hirae;0;0;0;0;0;0;0;0;0;0;0
Sphingomonas sanxanigenens;0;0;0;0;0;0;0;0.00007;0;0;0
Lactobacillus hilgardii;0;0;0;0;0;0;0;0;0;0;0
Streptomyces sampsonii;0;0;0;0;0;0;0;0.00012;0;0;0
Myroides phaeus;0;0;0;0;0;0;0.00014;0.00035;0;0;0
Peptostreptococcaceae bacterium;0;0;0;0;0;0;0;0.00026;0;0;0
Clostridium taeniosporum;0;0;0;0;0;0;0.0002;0.00013;0;0;0
Parageobacillus thermoglucosidasius;0;0;0;0;0;0;0;0;0;0;0
Mycolicibacterium fallax;0;0;0;0;0;0;0;0.00021;0;0;0
Moritella viscosa;0;0;0;0;0;0;0;0;0.00004;0;0
Bacteroides helcogenes;0.00005;0;0;0;0;0;0.00005;0.0006;0;0;0
Lentibacillus amyloliquefaciens;0;0;0;0;0;0;0.00006;0.00017;0;0;0
Anoxybacillus amylolyticus;0;0;0;0;0;0;0.00008;0.00038;0;0;0
Alysiella filiformis;0;0;0;0;0;0;0.00009;0;0;0;0
Helicobacter cetorum;0.00011;0;0;0;0;0;0;0;0;0;0
Oscillatoria nigro;0;0;0;0;0.00003;0;0.00006;0.0002;0;0;0
Capnocytophaga sputigena;0.00007;0;0;0;0.00015;0;0;0;0.00073;0.0007;0.00055
Weissella hellenica;0;0;0;0;0;0;0;0;0;0;0.00023
Vibrio atlanticus;0;0;0;0;0;0;0;0;0;0;0
Halorhabdus utahensis;0;0;0;0;0;0;0;0.00007;0;0;0
Altererythrobacter dongtanensis;0;0;0;0;0;0;0;0.00014;0;0;0
Lactobacillus casei;0;0;0;0;0;0;0;0;0;0;0
Anoxybacillus flavithermus;0;0;0;0;0;0;0;0;0;0;0
Stenotrophomonas phage;0;0;0;0;0;0;0;0;0;0;0
Enterococcus faecium;0.00008;0.00008;0;0;0;0;0;0;0;0;0
Myxococcus macrosporus;0;0;0;0;0;0;0;0;0;0;0
Ehrlichia chaffeensis;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus terrae;0;0;0;0;0;0;0;0.00014;0;0;0
Rodentibacter heylii;0;0;0;0;0;0.00008;0.00033;0;0;0;0
Ichthyobacterium seriolicida;0;0;0;0;0;0;0.00011;0;0;0;0
Chryseobacterium antarcticum;0;0;0;0;0;0;0.00014;0.00014;0;0;0
Proteus columbae;0;0;0;0;0;0;0;0.00005;0;0;0
Spiroplasma chrysopicola;0;0;0;0;0;0;0;0.00039;0;0;0.00019
Xanthobacter autotrophicus;0;0;0;0;0;0;0;0.00008;0;0;0
Virgibacillus dokdonensis;0;0;0;0;0;0;0;0.00026;0;0;0
Dickeya dianthicola;0;0;0;0;0;0;0;0;0;0;0
Sulfolobus acidocaldarius;0;0;0;0;0;0;0;0;0;0;0
Enterobacter bugandensis;0;0;0;0;0;0;0;0;0;0;0
Campylobacter hominis;0;0;0;0;0;0;0;0;0;0.00013;0
Streptococcus uberis;0;0;0;0;0;0;0;0;0.00011;0;0
Shewanella piezotolerans;0;0;0;0;0;0;0;0.00008;0;0;0
Microbacterium paludicola;0;0;0;0;0;0;0.00013;0;0;0;0
Vibrio cholerae;0;0;0;0;0;0;0;0;0;0;0
Elizabethkingia anophelis;0;0;0;0;0;0;0;0;0;0;0
Microcystis viridis;0;0;0;0;0.00004;0.00004;0;0;0;0;0
Marinobacterium aestuarii;0;0;0;0;0;0;0.00004;0;0;0;0
Lactococcus petauri;0;0;0;0;0;0.00021;0.00011;0.00022;0;0;0.00011
Niastella koreensis;0;0;0;0;0;0;0;0.0001;0;0.00002;0
Lysinibacillus sphaericus;0;0;0;0;0;0;0;0;0;0;0
Nocardioides ungokensis;0;0;0;0;0;0.00005;0;0;0;0;0
Campylobacter lanienae;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma gallisepticum;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus pentosus;0;0;0;0;0;0;0;0;0;0;0
Thermoanaerobacter wiegelii;0;0.00015;0.00023;0.00016;0.00015;0;0.00046;0;0.00023;0.00015;0
Owenweeksia hongkongensis;0;0;0;0;0;0;0.00005;0;0;0;0
Weissella diestrammenae;0;0;0.00013;0;0;0;0;0.00013;0;0;0
Chryseobacterium glaciei;0;0;0;0;0;0;0.00013;0;0;0;0
Streptomyces vietnamensis;0;0;0;0;0;0;0;0.00012;0;0;0.00002
Thermus aquaticus;0;0;0;0;0;0;0;0.0002;0;0;0
Virgibacillus halodenitrificans;0;0;0;0;0.00006;0;0;0;0;0;0
Bacteroides caecimuris;0;0;0.00004;0;0;0;0.00004;0.00027;0;0;0
Rathayibacter festucae;0;0;0;0;0;0;0;0;0;0;0
Euzebyella marina;0;0;0.00009;0;0;0;0;0.00023;0;0;0
Arsenite oxidising;0;0;0;0;0;0;0;0.0001;0;0;0
Avibacterium volantium;0;0;0;0;0;0;0.00029;0.00029;0;0;0
Hydrogenovibrio thermophilus;0;0;0;0;0;0;0;0.00017;0;0.00008;0
Clostridium baratii;0;0;0;0;0;0;0;0;0.00014;0;0
Parashewanella spongiae;0;0;0;0.00004;0;0;0;0;0;0;0
Streptomyces collinus;0.00003;0;0;0;0;0;0.00003;0.00005;0;0;0
Pseudoalteromonas translucida;0;0;0;0;0;0;0;0;0;0;0
Acetobacterium woodii;0;0;0;0;0;0;0;0.00011;0;0;0
Mesorhizobium oceanicum;0;0;0;0;0;0;0;0.00025;0;0;0
Azotobacter chroococcum;0;0;0.00005;0;0;0;0;0;0.00009;0;0.00009
Achromobacter denitrificans;0.00003;0;0;0;0;0;0;0;0;0;0
Granulicella mallensis;0;0;0;0;0;0;0;0.00007;0;0;0
Chryseobacterium jeonii;0;0;0.00007;0;0;0;0;0;0;0;0
Vibrio jasicida;0;0;0;0;0;0;0;0;0;0;0
Truepera radiovictrix;0;0;0;0;0;0;0;0.00013;0;0;0
Burkholderia pseudomultivorans;0.00228;0.00109;0;0;0;0;0;0;0;0;0
Robiginitalea biformata;0;0;0;0;0;0;0;0.00025;0;0;0
Kordia antarctica;0;0;0;0.00004;0;0.00008;0.00004;0.00012;0.00004;0.00008;0.00004
Hahella chejuensis;0;0;0;0;0;0;0;0.00006;0;0;0
Fusobacterium gonidiaformans;0;0;0;0;0;0;0;0.00104;0;0;0.00026
Microbulbifer hydrolyticus;0;0;0;0;0;0;0.00005;0;0;0;0
Paracoccus yeei;0;0;0;0;0;0;0;0;0;0;0
Methanobrevibacter olleyae;0.0001;0;0;0;0;0;0;0;0;0;0.0001
Shewanella sediminis;0;0;0.00004;0;0;0;0;0;0;0;0
Bartonella elizabethae;0;0;0;0;0;0;0;0.00022;0;0;0
Porphyromonas cangingivalis;0.00009;0.00009;0.00018;0;0;0.00018;0.00018;0.00968;0;0.00009;0
Paenibacillus albus;0;0;0;0;0;0;0;0;0;0.00003;0
Nostoc sphaeroides;0;0;0;0;0;0;0;0;0;0;0
Vibrio neocaledonicus;0;0;0;0;0;0;0;0;0;0;0
Herbaspirillum rubrisubalbicans;0.00004;0.00004;0;0;0;0;0;0;0;0;0
Planococcus plakortidis;0;0;0;0;0;0;0;0.00013;0;0;0
Prevotella intermedia;0.00008;0;0;0;0;0;0;0;0;0;0
Agrobacterium tumefaciens;0;0;0;0;0;0;0;0;0;0;0
Caminibacter mediatlanticus;0;0;0;0;0;0.00013;0;0.00026;0;0;0
Variovorax boronicumulans;0;0;0;0.00003;0;0;0;0;0;0;0
Chryseobacterium shandongense;0;0;0;0;0;0;0.00009;0.00005;0;0.0002;0.00014
Streptomyces peucetius;0;0;0;0;0;0;0;0;0;0;0.00003
Streptococcus marmotae;0;0;0;0;0.00009;0;0.00065;0.00141;0;0;0
fructicola strain;0.00005;0;0;0;0;0;0;0;0;0;0
Rhodococcus erythropolis;0;0;0;0;0;0;0;0;0;0;0
Ensifer alkalisoli;0;0;0;0;0.00006;0;0;0;0;0;0
Amycolatopsis mediterranei;0;0;0;0;0;0;0;0;0;0;0
Solitalea canadensis;0;0;0;0;0;0.00004;0;0.00008;0;0;0
Flexistipes sinusarabici;0;0;0;0;0;0;0;0.00034;0;0;0
Yersinia massiliensis;0.00004;0;0;0;0.00004;0;0.00004;0;0;0;0
Desulfallas gibsoniae;0;0;0;0;0;0;0;0.00009;0;0;0
Leuconostoc kimchii;0;0;0;0;0;0;0;0;0;0;0
Alicycliphilus denitrificans;0.00028;0;0;0;0;0;0;0;0;0;0
Dickeya chrysanthemi;0;0;0;0;0;0;0.00004;0.00009;0;0;0
Ornithobacterium rhinotracheale;0;0;0;0;0;0;0;0;0;0.00009;0
Gordonia rubripertincta;0;0;0;0;0;0;0;0;0;0;0
Acidisarcina polymorpha;0;0;0;0;0;0;0;0.00003;0;0;0.00003
Parasphingopyxis algicola;0;0;0;0.00006;0;0;0;0;0;0;0
Agromyces protaetiae;0;0;0;0;0;0;0;0;0;0.00006;0
Enterobacter asburiae;0;0;0;0;0;0;0;0;0;0;0
Streptococcus porcinus;0;0;0;0;0;0;0;0;0.0002;0.00011;0
 Pseudomonas;0.00105;0.00085;0;0;0;0;0;0;0;0;0
Deinococcus wulumuqiensis;0;0;0;0;0;0;0;0;0;0;0
Desulfotalea psychrophila;0.00006;0;0;0;0;0;0;0;0;0;0
Bartonella quintana;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma anseris;0.00029;0.00029;0;0.00029;0;0;0.00029;0.00029;0;0.00086;0.00029
Mesorhizobium loti;0.00003;0;0;0;0;0.00003;0;0;0;0;0.00003
Georgenia faecalis;0;0;0;0;0;0;0.00019;0.00013;0;0;0
Enterobacter cancerogenus;0;0;0;0;0;0;0;0;0;0;0
Rhizobium esperanzae;0;0;0;0;0;0;0;0.0001;0;0;0
Streptomyces globosus;0;0;0;0;0;0;0;0.00022;0;0;0.00003
Hafnia paralvei;0;0;0;0;0;0;0;0.0001;0;0;0
Acinetobacter equi;0;0;0;0;0;0;0;0.00007;0.00007;0;0
Hymenobacter sedentarius;0;0;0;0;0;0;0;0.00022;0;0;0
Stenotrophomonas rhizophila;0;0;0;0;0;0;0;0;0;0;0
Meiothermus ruber;0;0;0;0;0;0;0;0.00014;0;0;0
Lactobacillus hordei;0;0;0.00009;0;0;0;0;0.00045;0;0;0
Francisella persica;0;0;0;0;0;0;0;0;0;0;0
Dyella thiooxydans;0;0;0;0;0;0;0;0.0001;0;0;0
Synechococcus elongatus;0;0;0;0;0;0;0;0;0;0;0
Pedobacter ginsengisoli;0;0;0;0;0;0;0;0.00004;0;0;0
Thermosynechococcus elongatus;0;0;0;0;0;0;0;0;0;0;0
Streptomyces violascens;0;0;0;0;0;0;0;0.00006;0;0;0
Streptomyces griseorubiginosus;0;0;0;0;0;0;0;0;0;0;0
Pseudomonas silesiensis;0;0;0;0;0;0;0;0.00006;0;0;0
Arcobacter marinus;0;0;0;0;0;0;0;0.00015;0;0;0
Parasaccharibacter apium;0;0;0;0;0;0;0;0.00022;0;0;0
Vibrio phage;0;0;0;0;0;0;0;0;0;0;0
Clostridium tyrobutyricum;0;0;0;0.00007;0;0;0;0;0;0;0
Agarilytica rhodophyticola;0.00003;0;0;0;0;0.00003;0;0.00006;0.00006;0;0
Gloeothece citriformis;0;0;0;0;0;0;0;0.00011;0;0.00007;0
Cedecea lapagei;0;0;0;0;0;0;0.00005;0;0;0;0
Vibrio parahaemolyticus;0;0;0;0;0;0;0;0;0;0;0
Gemella morbillorum;0.0061;0.00444;0.00012;0;0.00134;0.0012;0;0;0.00097;0.0006;0.0012
Helicobacter apodemus;0;0;0;0;0;0;0.00021;0;0;0;0
Sinorhizobium meliloti;0;0;0;0;0;0;0;0;0;0;0
Entomoplasma luminosum;0;0;0;0;0;0;0;0.00042;0;0;0
Alistipes finegoldii;0;0;0.00006;0;0;0;0.00006;0.00128;0;0.00006;0
Paenalcaligenes hominis;0;0;0;0;0;0.00008;0;0;0;0;0
Geoglobus acetivorans;0;0;0;0;0;0;0;0.00012;0;0;0
Massilia oculi;0;0;0;0;0;0;0;0.00022;0;0;0
Shewanella oneidensis;0;0;0;0;0;0;0;0.00009;0;0;0
Megasphaera elsdenii;0;0;0;0.00009;0;0;0;0;0;0;0
Niveispirillum cyanobacteriorum;0;0;0;0;0.00006;0;0;0;0;0;0
Staphylococcus piscifermentans;0;0;0;0;0;0;0;0.00042;0;0;0
Pyrococcus abyssi;0;0;0;0;0;0;0;0;0;0.00012;0
Streptomyces coeruleorubidus;0;0;0;0;0;0;0;0.00005;0;0;0
Delftia acidovorans;0;0;0;0;0;0;0.00003;0;0;0;0.00003
Bacillus lehensis;0;0;0;0;0;0;0.00005;0.00022;0;0.00005;0
Bdellovibrio bacteriovorus;0;0;0;0;0;0.00006;0;0;0;0;0
Campylobacter hyointestinalis;0;0;0;0;0;0;0;0;0;0;0
Mucilaginibacter rubeus;0;0;0;0;0;0;0;0;0;0;0
Intestinibaculum porci;0;0;0;0;0;0;0;0.0002;0;0;0
Bifidobacterium catenulatum;0;0;0;0;0;0;0;0;0;0;0
Rhizobium jaguaris;0;0;0;0;0;0.00005;0;0;0;0;0
Oligotropha carboxidovorans;0.00006;0.00006;0;0;0;0;0;0;0;0;0
Nocardioides mesophilus;0;0;0;0;0;0;0;0.00005;0;0;0
 Clostridium;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus animalis;0;0;0;0;0;0;0;0;0;0;0.00011
Desulfomicrobium orale;0;0;0;0;0;0;0;0.00023;0;0;0
Fusobacterium ulcerans;0;0;0;0;0;0;0;0;0;0;0
Campylobacter cuniculorum;0;0;0;0;0;0;0;0;0;0;0.00011
Shewanella khirikhana;0;0;0;0;0;0;0;0.00009;0;0;0
 Arcobacter;0.00011;0;0.00011;0;0;0.00021;0.00011;0.00765;0.00011;0.00011;0
Vibrio taketomensis;0;0;0;0;0;0;0;0;0;0;0
Pseudonocardia autotrophica;0;0;0;0;0;0;0;0.00006;0;0;0
Sinorhizobium fredii;0;0;0;0;0;0;0;0;0;0;0
Leptotrichia shahii;0;0.0002;0.0002;0;0.0005;0;0.0003;0.0003;0;0.0003;0.0002
Clostridium chauvoei;0;0;0;0;0;0;0;0;0;0;0
Cystobacter fuscus;0;0;0;0;0;0;0;0.00007;0;0;0
Amycolatopsis keratiniphila;0;0;0;0;0;0;0;0.0001;0;0;0
Flavobacterium pallidum;0;0;0;0;0;0;0;0.00024;0;0;0
Aliiarcobacter faecis;0;0;0;0.00009;0;0;0;0;0;0;0
Sneathia amnii;0;0;0;0;0;0;0.00016;0.00049;0;0;0
Pseudomonas psychrotolerans;0;0;0;0;0;0;0;0;0;0;0.00004
Vibrio cyclitrophicus;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus ruminis;0;0;0;0;0.0001;0;0.0001;0.00105;0;0;0
Serratia symbiotica;0;0;0;0;0;0;0;0;0;0;0
Pseudoalteromonas marina;0;0;0;0;0;0;0;0.00006;0;0;0
Mycolicibacterium aubagnense;0;0;0;0;0;0;0.00004;0.00007;0;0;0
Silicimonas algicola;0;0;0;0;0;0.00005;0;0.00005;0;0;0
Trueperella pyogenes;0;0;0;0;0;0;0;0;0;0;0
Geobacter uraniireducens;0.00004;0.00008;0.00004;0;0.00021;0.00008;0.00025;0.00038;0.00008;0.00021;0.00004
Serratia liquefaciens;0;0;0;0;0;0;0;0;0;0;0.00004
Saccharolobus solfataricus;0;0;0;0;0;0;0;0;0;0;0
Shewanella polaris;0;0;0;0;0;0;0;0;0;0.00005;0
Thermofilum pendens;0;0;0;0;0;0;0;0.00012;0;0;0
Symbiobacterium thermophilum;0;0;0;0;0;0;0;0.00012;0;0;0
Terriglobus saanensis;0;0;0;0;0;0;0;0.00026;0;0;0
Prolixibacteraceae bacterium;0;0;0;0;0;0;0.00003;0.00003;0;0;0
Ketogulonicigenium robustum;0;0;0;0;0;0;0;0.00018;0;0;0
Brevundimonas vesicularis;0;0;0;0.00013;0;0;0;0;0;0;0
Bacillus anthracis;0.00012;0.00012;0.00012;0.00012;0.00008;0.00008;0.00008;0.00008;0.00008;0.00008;0.00008
Flavobacterium crocinum;0;0.00004;0;0;0;0;0;0.00011;0.00004;0;0
Pseudomonas savastanoi;0;0;0;0;0;0;0.00007;0.00007;0;0;0
Nitrososphaera viennensis;0;0;0;0;0;0.00008;0;0;0;0;0
Tannerella forsythia;0;0;0;0.00006;0;0;0.00088;0.00038;0.00026;0;0
Acidipropionibacterium virtanenii;0;0;0;0;0;0.00006;0.00006;0;0;0;0
Cutibacterium avidum;0;0;0;0;0;0;0;0;0;0;0
Cutibacterium acnes;0.00008;0;0;0;0;0;0;0;0;0;0
Sulfuriferula nivalis;0;0;0;0;0;0;0;0.00039;0;0;0
Lactobacillus zhachilii;0;0;0.00008;0;0;0.00008;0.00008;0.00072;0;0;0
Clostridium argentinense;0;0;0.00005;0.00005;0;0.00005;0;0;0;0;0.00005
Cyanobium gracile;0;0;0;0;0.00006;0;0;0;0;0;0
Sulfuracidifex tepidarius;0;0;0;0;0;0;0;0;0;0;0
Variibacter gotjawalensis;0;0;0;0;0;0;0;0.00009;0;0;0
Geobacter bremensis;0;0;0;0;0;0;0;0.00024;0;0;0
Brevundimonas diminuta;0.00049;0;0;0;0;0;0;0.00024;0;0;0
Rubrobacter radiotolerans;0;0;0;0;0;0;0;0.00015;0;0;0
Denitrovibrio acetiphilus;0;0;0.00007;0;0;0;0;0.00014;0;0;0
Ignicoccus islandicus;0;0;0;0;0;0;0;0.00031;0;0;0
Aeromonas salmonicida;0;0;0;0;0;0;0;0;0;0;0
Marinomonas posidonica;0;0;0;0.00006;0;0;0;0;0;0;0
Pseudothermotoga hypogea;0;0;0;0;0;0;0;0;0;0;0
Enterococcus thailandicus;0;0;0;0;0;0;0.00016;0.00222;0;0;0
Mahella australiensis;0;0;0;0;0;0;0.00007;0;0;0;0
Methylobacterium oryzae;0;0;0.00003;0.00007;0.00003;0.00003;0;0.00014;0;0;0
Desulfobacula toluolica;0;0;0;0;0;0.00012;0;0;0;0;0
Komagataeibacter xylinus;0;0;0;0;0;0;0;0;0;0;0
Weissella ceti;0;0;0;0;0;0;0;0;0;0;0
Flavisolibacter tropicus;0;0;0;0;0;0;0;0.00007;0;0;0
Tardibacter chloracetimidivorans;0;0;0;0;0;0;0;0.00006;0;0;0
Bifidobacterium animalis;0;0;0;0;0;0;0;0;0;0;0
Cloacibacillus porcorum;0;0;0;0;0;0;0;0.00012;0;0;0
Providencia rustigianii;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma taiwanense;0;0;0;0;0;0;0;0.0004;0;0;0
Campylobacter helveticus;0;0;0;0;0;0;0;0;0;0;0
